#{"t_start": 1693147490.012485, "env_id": "gym_examples/Schedule-v0"}
r,l,t
-42,81,41076.524432
-429,440,41078.603597
-17,101,41079.061146
-40,59,41079.335968
-27,37,41079.509261
-188,203,41080.45233
-15,35,41080.611782
-17,24,41080.721857
-15,92,41081.136533
-17,25,41081.250794
-159,177,41082.077871
-146,60,41082.357991
-18,52,41082.593627
-19,60,41082.864922
-17,210,41083.819675
-19,34,41083.974671
-17,81,41084.336265
-50,189,41085.178362
-19,85,41085.56034
-17,88,41085.953483
-18,29,41086.084839
-24,69,41086.393478
-18,75,41086.731503
-20,114,41087.238613
-15,17,41087.31606
-17,104,41109.517057
-18,22,41109.609946
-20,67,41109.889075
-16,27,41110.003009
-19,20,41110.090508
-30,295,41111.313603
-19,22,41111.410756
-40,329,41112.819511
-21,115,41113.319701
-16,120,41113.858297
-36,55,41114.101887
-21,45,41114.302064
-17,30,41114.434708
-15,38,41114.601581
-17,19,41114.687605
-19,51,41114.913692
-17,144,41115.547082
-19,31,41115.687024
-17,42,41115.874854
-17,31,41116.014339
-17,34,41116.166149
-785,1047,41121.024891
-61,105,41121.508274
-19,30,41121.64676
-31,88,41122.049735
-21,216,41123.029767
-15,35,41123.18849
-38,112,41123.693158
-15,18,41123.775248
-17,38,41123.945781
-15,37,41124.112278
-17,78,41124.459616
-650,730,41127.879784
-18,341,41129.407576
-33,82,41129.778503
-19,65,41130.071796
-17,22,41130.172867
-17,66,41130.469032
-257,403,41132.332288
-53,84,41132.717274
-22,142,41133.356169
-17,45,41133.561155
-74,129,41134.153004
-17,71,41134.471929
-32,146,41135.131262
-39,180,41135.935501
-435,444,41138.050521
-17,47,41138.266863
-19,53,41138.508685
-89,122,41139.077254
-15,24,41139.18813
-15,30,41139.325089
-17,121,41139.871145
-17,37,41140.039032
-23,202,41140.938795
-44,148,41141.62041
-19,152,41142.300993
-83,244,41143.404651
-103,133,41144.021744
-19,21,41144.119347
-15,28,41144.247128
-17,73,41144.576461
-76,114,41145.102644
-37,70,41145.421213
-22,169,41146.195861
-19,111,41146.695927
-17,211,41147.632263
-397,553,41150.20185
-19,77,41150.552354
-17,98,41150.995697
-17,40,41151.17793
-18,34,41151.332552
-39,101,41151.798925
-15,110,41152.293756
-17,37,41152.461349
-18,38,41152.633122
-19,20,41152.726329
-21,73,41153.056794
-19,153,41153.73795
-1894,1904,41184.263825
-18,48,41184.48204
-37,217,41185.463602
-15,168,41186.23547
-15,40,41186.41806
-63,230,41187.45082
-17,176,41188.237255
-31,44,41188.439259
-44,85,41188.825019
-19,51,41189.054834
-21,62,41189.332359
-59,81,41189.704552
-16,51,41189.933328
-32,146,41190.606174
-15,34,41190.761029
-17,34,41190.915418
-40,64,41191.207612
-15,175,41191.984167
-18,29,41192.118421
-118,125,41192.704832
-17,33,41192.855564
-2135.0,1368,41199.581143
-17,77,41199.952408
-38,46,41200.174073
-17,46,41200.387907
-17,153,41201.076856
-17,41,41201.262858
-27,47,41201.482114
-15,27,41201.605695
-17,179,41202.41072
-1869,1989,41212.077718
-207,117,41212.63883
-58,235,41213.708998
-34,116,41214.246093
-19,40,41214.428293
-17,55,41214.677986
-18,80,41215.035637
-17,50,41215.260115
-15,62,41215.53708
-19,55,41215.785647
-19,42,41215.974712
-35,66,41216.274842
-183,281,41217.563737
-49,169,41218.318959
-17,21,41218.414622
-91,191,41219.300699
-17,62,41219.582663
-15,38,41219.755887
-15,87,41220.147156
-17,177,41220.933113
-79,139,41221.560296
-15,124,41222.108773
-17,138,41222.719265
-183,256,41245.613556
-38,103,41246.046771
-15,59,41246.290509
-17,33,41246.430968
-17,28,41246.549274
-19,71,41246.84548
-17,33,41246.986967
-15,44,41247.176779
-30,63,41247.4513
-34,316,41248.818043
-78,258,41249.96937
-15,23,41250.072993
-17,55,41250.314685
-19,32,41250.458357
-63,72,41250.78668
-101,135,41251.405568
-17,103,41251.864137
-17,35,41252.022059
-19,24,41252.132124
-224,285,41253.45106
-17,77,41253.812176
-17,23,41253.918654
-19,54,41254.162659
-32,122,41254.71292
-17,49,41254.934362
-16,155,41255.62732
-18,39,41255.806196
-17,48,41256.023583
-57,185,41256.854467
-18,40,41257.033957
-19,133,41257.622103
-17,195,41258.499187
-17,103,41258.959659
-15,16,41259.032897
-19,30,41259.168132
-21,183,41259.977298
-16,160,41260.68577
-16,55,41260.933907
-19,32,41261.078854
-17,143,41261.713552
-22,43,41261.909273
-17,152,41262.584234
-16,30,41262.734073
-17,199,41263.617994
-1156,1167,41269.206694
-17,38,41269.38214
-17,150,41270.057638
-19,25,41270.172633
-38,69,41270.489933
-17,127,41271.061602
-127,128,41271.660546
-20,50,41271.888418
-15,37,41272.055542
-800.0,453,41274.240596
-66,239,41275.318037
-18,85,41275.695466
-17,95,41276.11591
-18,29,41276.247574
-17,115,41276.777346
-15,17,41276.856213
-17,52,41277.090999
-41,224,41278.100785
-31,104,41278.56925
-15,67,41278.868609
-15,44,41279.06633
-20,65,41279.359136
-19,236,41280.415514
-17,25,41280.529932
-154,174,41281.364399
-19,456,41283.377064
-32,128,41283.952499
-18,93,41284.364893
-20,35,41284.52406
-15,20,41284.615282
-53,190,41285.460768
-67,77,41285.830246
-17,68,41286.134801
-17,23,41286.239644
-15,17,41286.317406
-57,94,41286.749986
-17,99,41287.194529
-17,34,41287.348341
-17,169,41288.100687
-17,53,41288.338068
-1028,911,41314.162187
-17,176,41314.922693
-19,20,41315.012219
-19,104,41315.465256
-17,21,41315.559282
-17,212,41316.497876
-19,188,41317.323287
-17,31,41317.461478
-28,57,41317.719802
-17,42,41317.908098
-17,44,41318.103281
-17,50,41318.328218
-19,158,41319.026438
-33,137,41319.637308
-32,88,41320.033732
-15,51,41320.262304
-15,159,41320.98555
-42,196,41321.866849
-91,118,41322.411924
-32,36,41322.579652
-60,101,41323.045837
-19,182,41323.857158
-17,148,41324.511294
-19,151,41325.179072
-15,19,41325.265056
-17,38,41325.449923
-19,30,41325.588289
-17,64,41325.874006
-202,414,41327.762624
-51,82,41328.14193
-19,96,41328.571345
-62,83,41328.95495
-17,106,41329.425699
-17,26,41329.543873
-2636.0,1898,41338.858724
-17,94,41339.288516
-17,71,41339.610955
-50,78,41339.990671
-17,98,41340.428769
-35,73,41340.760925
-19,62,41341.040019
-17,42,41341.22901
-19,91,41341.636908
-17,98,41342.075845
-19,66,41342.370624
-19,51,41342.599349
-1326,1411,41349.49456
-17,41,41349.687467
-17,100,41350.143461
-44,127,41350.721657
-19,57,41350.978492
-15,21,41351.075816
-435,452,41353.1894
-18,29,41353.323649
-15,66,41353.619536
-23,156,41354.331143
-58,127,41354.908447
-96,173,41355.700621
-19,20,41355.793601
-17,205,41356.705464
-17,93,41357.118926
-19,33,41357.269895
-17,79,41357.621483
-17,34,41357.776557
-141,143,41380.129838
-17,107,41380.569937
-40,93,41380.961033
-17,29,41381.083296
-17,45,41381.27103
-35,200,41382.096621
-19,55,41382.330224
-60,185,41383.127368
-37,223,41384.088278
-56,118,41384.620085
-19,76,41384.952446
-30,39,41385.130489
-19,271,41386.312737
-15,100,41386.754838
-70,125,41387.317858
-19,33,41387.465985
-15,87,41387.849795
-136,188,41388.713099
-18,88,41389.124366
-15,49,41389.34501
-17,321,41390.761371
-61,208,41391.690542
-17,21,41391.787102
-17,76,41392.126733
-18,44,41392.325986
-72,258,41393.496468
-36,81,41393.863396
-17,60,41394.131311
-17,39,41394.30736
-15,59,41394.5707
-234,260,41395.779618
-17,18,41395.863273
-32,105,41396.337749
-452,519,41398.790659
-19,124,41399.352251
-17,50,41399.577923
-20,72,41399.904593
-54,83,41400.288335
-15,217,41401.258683
-19,98,41401.699349
-17,84,41402.075201
-19,86,41402.460961
-15,19,41402.562466
-42,59,41402.833713
-15,129,41403.411177
-18,35,41403.570818
-17,72,41403.893417
-99,145,41404.562613
-19,65,41404.856251
-20,44,41405.057988
-368,475,41407.282633
-17,33,41407.434934
-17,48,41407.654811
-58,291,41408.969588
-19,20,41409.063109
-17,84,41409.44009
-17,28,41409.568282
-22,38,41409.743192
-18,223,41410.73399
-32,102,41411.188924
-17,75,41411.523513
-17,95,41411.96272
-15,41,41412.146955
-65,115,41412.668643
-17,95,41413.095816
-17,78,41413.444939
-17,32,41413.589933
-17,64,41413.878426
-17,209,41414.807913
-33,146,41415.457003
-17,151,41416.138557
-17,55,41416.384868
-17,27,41416.507408
-15,128,41417.077868
-17,87,41417.464772
-19,25,41417.579278
-17,83,41417.951067
-19,23,41418.056578
-33,102,41418.514649
-17,28,41418.641963
-21,91,41419.051018
-17,49,41419.272184
-23,64,41419.561624
-15,25,41419.675415
-17,90,41420.079939
-96,164,41420.843315
-17,51,41421.073509
-152,186,41421.932146
-18,29,41422.064541
-40,77,41422.418045
-17,88,41422.812155
-17,82,41423.179436
-39,173,41423.952448
-17,59,41424.21705
-17,92,41424.624455
-27,63,41424.912274
-17,115,41447.098166
-17,22,41447.191453
-17,105,41447.622807
-27,111,41448.083923
-17,35,41448.230438
-34,122,41448.73597
-17,77,41449.061268
-2388,1941,41458.224651
-17,42,41458.419353
-19,68,41458.729378
-17,74,41459.064386
-33,37,41459.237678
-15,49,41459.458405
-1493,1572,41466.977356
-33,84,41467.366503
-17,81,41467.730994
-17,52,41467.966785
-19,41,41468.154488
-17,76,41468.495208
-19,28,41468.623096
-19,27,41468.747378
-35,40,41468.933815
-62,105,41469.414257
-17,87,41469.800222
-15,129,41470.389609
-17,20,41470.481367
-15,87,41470.869376
-70,117,41471.403592
-17,55,41471.651474
-17,147,41472.309958
-23,33,41472.460524
-17,78,41472.809474
-69,222,41473.810042
-33,36,41473.97774
-16,140,41474.618597
-734,810,41478.414035
-17,30,41478.553087
-58,127,41479.135548
-290,299,41480.558228
-19,48,41480.776865
-15,29,41480.909319
-17,54,41481.155398
-17,53,41481.396947
-18,79,41481.755056
-17,44,41481.955487
-17,37,41482.124546
-58,114,41482.650061
-28,32,41482.800482
-16,48,41483.017784
-15,45,41483.221575
-525,585,41485.980436
-21,86,41486.373218
-17,27,41486.496806
-245,390,41488.296586
-16,24,41488.40647
-17,32,41488.550788
-648,707,41491.886856
-17,37,41492.056032
-19,50,41492.2833
-17,28,41492.411175
-27,216,41515.101997
-15,62,41515.360712
-37,112,41515.824269
-15,123,41516.331639
-31,46,41516.524752
-17,29,41516.647281
-17,314,41517.969116
-17,42,41518.150463
-17,128,41518.699375
-35,299,41520.012273
-22,108,41520.486914
-19,145,41521.125459
-17,119,41521.649736
-19,20,41521.74083
-23,28,41521.867631
-19,46,41522.0745
-94,130,41522.670161
-17,71,41522.987098
-17,49,41523.207383
-19,122,41523.76728
-17,92,41524.17883
-19,49,41524.397996
-17,21,41524.495224
-17,115,41525.005438
-16,80,41525.36319
-21,30,41525.500902
-70,174,41526.292091
-17,129,41526.871228
-20,76,41527.21147
-30,87,41527.611841
-17,38,41527.785491
-17,52,41528.022714
-17,104,41528.50799
-15,59,41528.778709
-33,180,41529.592554
-15,25,41529.707242
-53,252,41530.844449
-92,126,41531.425488
-46,187,41532.263847
-17,64,41532.54957
-17,67,41532.865838
-19,43,41533.060463
-29,365,41534.684096
-19,85,41535.063108
-18,69,41535.370059
-17,37,41535.53611
-61,108,41536.031404
-17,45,41536.236935
-17,29,41536.368886
-15,21,41536.464895
-36,46,41536.675077
-17,211,41537.629715
-17,170,41538.386251
-19,26,41538.505407
-80,122,41539.062318
-17,42,41539.250824
-17,42,41539.439097
-19,26,41539.557092
-1072,1124,41544.921652
-19,59,41545.193873
-19,33,41545.345685
-17,18,41545.429449
-2702,2714,41558.461151
-52,144,41559.123079
-55,103,41559.598338
-34,148,41560.267248
-82,281,41583.173862
-19,29,41583.296741
-18,24,41583.399268
-17,81,41583.734553
-15,78,41584.059795
-415,460,41586.102055
-17,101,41586.538905
-20,241,41587.605504
-32,144,41588.245669
-16,27,41588.367105
-15,62,41588.641514
-15,115,41589.147192
-17,104,41589.602243
-20,128,41590.168123
-16,39,41590.3453
-19,20,41590.438966
-17,237,41591.509816
-17,96,41591.938871
-638,646,41594.985768
-17,18,41595.071022
-24,58,41595.337001
-179,287,41596.669578
-1322,1329,41603.027811
-17,22,41603.131437
-97,160,41603.881905
-82,131,41604.487189
-71,135,41605.105236
-19,31,41605.247862
-19,136,41605.877012
-1043,1076,41611.013847
-15,17,41611.094599
-16,104,41611.56525
-18,57,41611.824109
-16,84,41612.200837
-17,183,41613.016262
-18,59,41613.282472
-19,52,41613.515655
-15,58,41613.776432
-17,44,41613.973523
-444,519,41616.399392
-19,33,41616.551351
-36,343,41618.090693
-17,138,41618.700177
-35,91,41619.109217
-17,100,41619.569385
-16,42,41619.759091
-17,37,41619.927941
-17,35,41620.087005
-65,258,41621.24545
-21,98,41621.68216
-17,26,41621.800773
-21,56,41622.055534
-19,59,41622.322256
-15,100,41622.76622
-32,41,41622.955925
-79,236,41624.031932
-15,44,41624.230748
-54,70,41624.551932
-1317,1431,41652.748075
-17,126,41653.291021
-15,57,41653.537999
-139,212,41654.48847
-88,190,41655.351335
-19,32,41655.495559
-17,115,41656.002161
-17,90,41656.398527
-34,191,41657.239217
-189,319,41658.691828
-19,61,41658.968649
-31,140,41659.614303
-19,22,41659.715769
-19,249,41660.824494
-19,81,41661.189699
-19,48,41661.405565
-394,440,41663.445189
-59,92,41663.88752
-17,45,41664.09506
-17,34,41664.251012
-23,165,41664.987423
-17,68,41665.288935
-19,139,41665.901729
-20,198,41666.777304
-18,38,41666.949626
-18,23,41667.055575
-18,84,41667.428146
-57,126,41667.995408
-18,173,41668.783044
-24,80,41669.145664
-17,41,41669.330573
-242,314,41670.797512
-52,97,41671.246549
-17,68,41671.553497
-17,43,41671.749993
-18,22,41671.851986
-38,40,41672.040755
-23,69,41672.355265
-15,40,41672.536861
-24,48,41672.756364
-15,113,41673.281306
-87,91,41673.708081
-15,27,41673.830658
-67,193,41674.699136
-32,40,41674.883447
-17,21,41674.979378
-55,73,41675.313449
-19,77,41675.656876
-17,54,41675.897179
-19,108,41676.376813
-17,125,41676.931871
-17,26,41677.050349
-32,35,41677.212456
-17,72,41677.549092
-16,51,41677.77789
-17,52,41678.009617
-71,337,41679.51641
-50,215,41680.482405
-17,241,41681.556928
-15,111,41682.067723
-19,106,41682.542533
-17,255,41683.677047
-17,109,41684.166404
-17,43,41684.360556
-16,29,41684.493979
-17,54,41684.736579
-17,41,41684.92154
-17,128,41685.493309
-17,19,41685.580551
-19,231,41686.623069
-16,46,41686.831007
-66,189,41687.680775
-17,32,41687.825658
-17,66,41688.122014
-17,142,41688.757217
-17,155,41689.450199
-29,38,41689.626827
-309,125,41690.213719
-25,42,41690.407028
-15,92,41690.822878
-17,59,41691.102917
-37,51,41691.337971
-63,193,41692.214897
-16,21,41692.311945
-61,111,41692.818514
-15,77,41693.163934
-19,34,41693.318431
-17,43,41693.513472
-327,270,41694.75068
-19,57,41695.004931
-1346,1352,41722.872887
-17,56,41723.126378
-35,180,41723.931125
-17,26,41724.050098
-15,39,41724.226441
-53,83,41724.60772
-66,109,41725.108778
-19,28,41725.237645
-17,208,41726.172634
-22,38,41726.363819
-19,80,41726.723704
-17,50,41726.949843
-19,94,41727.370243
-55,162,41728.103461
-18,70,41728.417333
-34,112,41728.922825
-17,29,41729.055501
-33,77,41729.403646
-92,141,41730.051186
-17,46,41730.258705
-19,69,41730.568362
-199,224,41731.632986
-55,71,41731.964714
-1248,1251,41737.975476
-17,84,41738.360567
-48,207,41739.301197
-19,33,41739.452604
-17,45,41739.655572
-15,135,41740.272829
-17,45,41740.47571
-17,89,41740.874269
-15,38,41741.045548
-19,137,41741.654496
-15,43,41741.847018
-17,111,41742.340875
-17,89,41742.735347
-17,64,41743.020909
-32,36,41743.185825
-17,69,41743.494627
-26,47,41743.709469
-19,59,41743.974248
-17,38,41744.145787
-17,125,41744.715062
-1409,1444,41751.641521
-17,83,41752.019364
-17,104,41752.492399
-19,84,41752.873012
-17,69,41753.183678
-17,45,41753.388128
-17,24,41753.498577
-17,45,41753.70293
-58,190,41754.582105
-19,162,41755.31019
-34,105,41755.781883
-33,178,41756.576249
-19,117,41757.097595
-419,447,41759.235042
-21,27,41759.362991
-21,38,41759.537484
-83,166,41760.297107
-476,561,41762.896868
-237,319,41786.072096
-45,141,41786.66337
-58,88,41787.041652
-28,93,41787.440749
-19,55,41787.677679
-19,67,41787.967594
-24,59,41788.224832
-19,123,41788.756579
-38,209,41789.682279
-19,86,41790.059193
-19,46,41790.265134
-19,94,41790.677092
-19,89,41791.070538
-15,39,41791.24429
-17,49,41791.462925
-31,93,41791.878376
-17,149,41792.534564
-64,160,41793.251878
-17,40,41793.432056
-69,285,41794.726514
-31,35,41794.888452
-17,127,41795.455332
-19,197,41796.333958
-15,70,41796.645395
-19,61,41796.920101
-52,169,41797.68325
-17,50,41797.908998
-25,134,41798.526058
-17,31,41798.667141
-46,438,41800.606316
-17,22,41800.706775
-22,29,41800.840667
-41,48,41801.067435
-17,47,41801.27976
-56,176,41802.076148
-19,26,41802.195148
-15,174,41802.983316
-19,106,41803.456021
-17,63,41803.737477
-15,106,41804.209107
-17,36,41804.371216
-19,31,41804.512643
-92,128,41805.101278
-17,28,41805.228432
-35,81,41805.599485
-19,29,41805.732141
-56,182,41806.550331
-19,68,41806.855578
-16,19,41806.942857
-17,56,41807.194415
-17,49,41807.415327
-17,25,41807.546307
-17,31,41807.686653
-46,120,41808.227597
-17,29,41808.359874
-19,83,41808.733345
-19,70,41809.049573
-17,40,41809.231739
-17,28,41809.360379
-17,46,41809.568514
-174,372,41811.265941
-17,84,41811.645424
-15,102,41812.114968
-17,222,41813.094694
-19,48,41813.309954
-35,83,41813.68177
-1990,2010,41823.332475
-17,40,41823.517335
-62,112,41824.036802
-32,115,41824.560769
-19,71,41824.881703
-17,39,41825.060904
-52,91,41825.48442
-15,69,41825.795471
-15,81,41826.171828
-17,42,41826.361788
-19,96,41826.792598
-15,58,41827.056615
-71,80,41827.437377
-19,43,41827.630845
-17,116,41828.151515
-18,55,41828.399342
-17,85,41828.779185
-33,65,41829.07429
-19,32,41829.221488
-19,39,41829.397947
-17,56,41829.649881
-46,141,41830.279181
-17,60,41830.544637
-1413,1322,41858.307834
-76,166,41859.064698
-21,97,41859.499907
-20,80,41859.859499
-49,199,41860.747371
-19,53,41860.987099
-15,95,41861.407439
-17,115,41861.933655
-42,239,41863.000008
-21,45,41863.203003
-15,36,41863.363952
-18,80,41863.719933
-20,59,41863.989577
-24,30,41864.128327
-53,162,41864.853475
-17,19,41864.941417
-19,26,41865.060536
-15,40,41865.240627
-30,195,41866.122499
-26,29,41866.259151
-659,707,41869.569942
-17,49,41869.792468
-27,29,41869.927639
-15,45,41870.1323
-19,24,41870.243295
-17,48,41870.46101
-45,52,41870.722041
-17,25,41870.836778
-17,135,41871.441236
-76,142,41872.094271
-19,183,41872.908213
-17,126,41873.471047
-17,66,41873.768039
-62,196,41874.650185
-19,120,41875.201514
-19,66,41875.496746
-17,32,41875.640842
-17,21,41875.736833
-21,82,41876.104684
-16,104,41876.569922
-34,70,41876.886738
-18,168,41877.634629
-18,89,41878.032063
-17,32,41878.177525
-18,134,41878.776194
-34,159,41879.484199
-21,73,41879.828028
-17,37,41879.995027
-17,21,41880.091405
-17,51,41880.321466
-56,348,41881.879705
-17,99,41882.325539
-17,73,41882.652313
-19,82,41883.018924
-16,145,41883.66983
-67,218,41884.669631
-16,53,41884.909472
-16,26,41885.027771
-76,86,41885.429647
-17,28,41885.558096
-1046,1068,41890.650494
-19,80,41891.016896
-16,197,41891.903368
-17,84,41892.280277
-98,321,41893.753402
-17,28,41893.881419
-23,215,41894.845553
-16,21,41894.941866
-33,66,41895.242254
-17,40,41895.422674
-48,91,41895.835754
-17,29,41895.968572
-15,116,41896.482853
-32,113,41896.98863
-17,61,41897.264642
-17,39,41897.440228
-1967,1897,41927.939359
-19,98,41928.388313
-22,32,41928.539323
-19,41,41928.727217
-88,92,41929.177052
-22,91,41929.595381
-433,548,41932.012691
-19,104,41932.451807
-15,20,41932.539778
-31,99,41932.971463
-17,101,41933.405377
-17,58,41933.676351
-32,94,41934.091744
-15,24,41934.199157
-49,54,41934.445054
-19,196,41935.300018
-15,418,41937.140984
-48,87,41937.535944
-15,62,41937.812656
-180,228,41938.887409
-17,23,41938.993
-19,104,41939.455282
-19,179,41940.250605
-17,40,41940.431225
-1008,1079,41945.535948
-17,121,41946.090215
-19,76,41946.431691
-19,86,41946.814778
-225,389,41948.62893
-17,61,41948.902817
-17,211,41949.848179
-18,51,41950.082268
-16,44,41950.279884
-33,66,41950.580657
-15,16,41950.654672
-16,131,41951.238895
-23,189,41952.096703
-39,225,41953.10653
-17,63,41953.388213
-465,648,41956.40265
-17,99,41956.85362
-17,246,41957.949424
-19,62,41958.227497
