#{"t_start": 1693147490.012485, "env_id": "gym_examples/Schedule-v0"}
r,l,t
-17,84,39981.118804
-101,118,39981.658565
-19,121,39982.185812
-17,23,39982.288308
-17,67,39982.580323
-19,68,39982.878412
-18,98,39983.301367
-48,97,39983.743094
-19,140,39984.349164
-18,276,39985.542882
-17,22,39985.640182
-15,67,39985.930317
-18,19,39986.015295
-15,148,39986.651651
-17,143,39987.27001
-17,86,39987.642876
-17,30,39987.774937
-15,69,39988.091245
-34,40,39988.272384
-17,27,39988.392102
-17,43,39988.580727
-17,72,39988.89655
-18,207,39989.79402
-37,88,39990.185258
-25,73,39990.504138
-19,106,39990.965164
-40,121,39991.493199
-17,45,39991.691305
-90,95,39992.126755
-52,281,39993.369956
-15,37,39993.532619
-15,56,39993.776652
-19,42,39993.961468
-30,48,39994.177285
-19,30,39994.310411
-15,18,39994.390499
-27,119,39994.908209
-17,38,39995.077716
-17,130,39995.63793
-24,100,39996.069625
-1186,1189,40001.575339
-19,168,40002.315881
-1273,1369,40008.605364
-17,21,40008.701429
-19,89,40009.095205
-17,42,40009.281419
-15,32,40009.424211
-24,26,40009.543028
-17,69,40009.846876
-39,137,40010.446282
-38,48,40010.677793
-19,87,40011.057527
-54,146,40011.699561
-16,17,40011.776023
-71,347,40013.28837
-45,77,40013.62999
-15,18,40013.70999
-17,108,40014.176188
-17,66,40014.46274
-54,87,40014.849288
-17,40,40036.728941
-15,140,40037.303344
-92,216,40038.19312
-15,24,40038.292525
-17,30,40038.41578
-17,35,40038.560329
-19,55,40038.790145
-17,117,40039.27641
-16,21,40039.366508
-17,43,40039.547195
-22,73,40039.853882
-15,37,40040.010577
-40,43,40040.198875
-18,164,40040.904441
-19,124,40041.431072
-17,135,40042.001496
-17,33,40042.143672
-42,157,40042.814944
-19,175,40043.559648
-19,107,40044.015984
-17,70,40044.31696
-669,759,40047.752831
-17,47,40047.95964
-19,26,40048.075665
-20,130,40048.641571
-17,24,40048.74798
-19,42,40048.932439
-17,115,40049.432053
-52,114,40049.951441
-19,42,40050.135509
-17,24,40050.242863
-15,44,40050.435535
-17,22,40050.533511
-77,141,40051.156212
-37,160,40051.8552
-20,31,40051.992257
-56,149,40052.648604
-18,128,40053.200014
-52,87,40053.584361
-18,138,40054.194143
-38,51,40054.420111
-16,19,40054.504243
-59,113,40055.002526
-53,187,40055.819929
-16,64,40056.099553
-17,434,40057.970902
-17,26,40058.08604
-15,21,40058.179734
-16,200,40059.06026
-20,253,40060.153777
-17,75,40060.480065
-17,152,40061.135423
-15,63,40061.409424
-65,71,40061.730486
-20,162,40062.428617
-21,70,40062.734612
-17,24,40062.855409
-17,85,40063.225476
-15,129,40063.786069
-29,30,40063.922811
-17,20,40064.012625
-18,104,40064.46436
-48,50,40064.692658
-17,29,40064.821795
-19,30,40064.954384
-17,55,40065.195279
-15,79,40065.538413
-55,211,40066.460145
-17,58,40066.713017
-19,37,40066.876994
-19,44,40067.070373
-32,100,40067.523814
-27,51,40067.750575
-17,65,40068.036265
-17,23,40068.140019
-22,37,40068.304705
-19,52,40068.533885
-45,84,40068.907345
-1289,1377,40075.233843
-16,95,40075.653229
-17,193,40076.505599
-45,163,40077.217455
-15,175,40077.97236
-203,398,40079.724306
-430,460,40103.498618
-15,171,40104.18936
-19,35,40104.33518
-19,24,40104.437298
-17,34,40104.580268
-14,70,40104.871129
-17,39,40105.035957
-19,50,40105.247283
-404,496,40107.438549
-17,373,40109.02568
-19,127,40109.569488
-38,140,40110.176486
-19,156,40110.847589
-19,137,40111.454779
-17,55,40111.693467
-18,200,40112.555766
-17,57,40112.803694
-17,95,40113.217259
-29,76,40113.550921
-17,119,40114.064943
-15,171,40114.799381
-17,90,40115.190015
-15,44,40115.395653
-19,32,40115.535967
-19,28,40115.660165
-17,29,40115.788161
-46,103,40116.241172
-20,292,40117.501988
-32,140,40118.113233
-21,52,40118.341841
-17,21,40118.434965
-37,91,40118.831276
-25,142,40119.444251
-17,98,40119.882419
-17,57,40120.133652
-17,84,40120.499526
-19,39,40120.671339
-17,51,40120.893189
-1766,1452,40127.663674
-23,138,40128.272944
-16,29,40128.401746
-15,183,40129.210706
-22,92,40129.613998
-19,47,40129.819696
-17,46,40130.02064
-19,92,40130.421023
-17,122,40130.949396
-19,44,40131.141671
-34,121,40131.66852
-53,71,40131.982986
-19,27,40132.10232
-692,699,40135.308312
-19,23,40135.412912
-17,20,40135.503486
-1615,1649,40143.201796
-19,77,40143.544786
-17,74,40143.869156
-20,228,40144.855237
-17,45,40145.052024
-19,46,40145.253596
-19,22,40145.352117
-58,352,40146.870862
-18,142,40169.154594
-17,81,40169.491589
-17,39,40169.653114
-17,63,40169.910534
-1190.0,1240,40175.43466
-15,28,40175.559043
-17,102,40176.005305
-17,21,40176.099324
-16,19,40176.184034
-15,41,40176.364388
-19,120,40176.886878
-17,54,40177.122687
-17,216,40178.071736
-18,20,40178.161968
-19,24,40178.268658
-32,120,40178.793423
-17,159,40179.47925
-15,278,40180.678542
-17,53,40180.911486
-19,145,40181.538365
-19,42,40181.72174
-17,26,40181.837704
-34,184,40182.649364
-17,122,40183.176737
-17,29,40183.303194
-70,209,40184.212192
-17,211,40185.122717
-17,33,40185.269626
-39,113,40185.763838
-15,115,40186.274837
-853,863,40190.221414
-18,96,40190.643209
-92,100,40191.113823
-969,993,40195.681505
-20,132,40196.264435
-17,53,40196.497144
-51,260,40197.630622
-342,151,40198.322141
-53,70,40198.632889
-19,33,40198.778278
-18,23,40198.880503
-21,74,40199.205059
-19,182,40200.011438
-17,25,40200.122828
-18,65,40200.407154
-13,186,40201.208016
-17,28,40201.3321
-15,40,40201.50629
-72,79,40201.86598
-17,74,40202.188067
-61,73,40202.516204
-17,23,40202.618783
-18,72,40202.932925
-19,42,40203.11927
-17,98,40203.546764
-17,206,40204.452076
-891,933,40208.721413
-1302,1583,40237.464713
-30,79,40237.804644
-61,155,40238.472705
-17,28,40238.595282
-17,33,40238.738308
-17,136,40239.316727
-17,58,40239.580326
-16,176,40240.331981
-18,23,40240.433214
-513,682,40243.513802
-15,65,40243.813236
-17,53,40244.04716
-17,70,40244.356292
-18,41,40244.538966
-17,80,40244.889441
-24,338,40246.359798
-15,94,40246.768409
-65,71,40247.092957
-80,267,40248.276486
-32,53,40248.514713
-19,61,40248.781171
-19,290,40250.031103
-66,216,40250.980551
-17,213,40251.903528
-85,216,40252.87074
-17,52,40253.098236
-15,58,40253.351017
-19,53,40253.584692
-1271,1354,40259.846972
-19,22,40259.94786
-17,62,40260.22428
-15,39,40260.397398
-296,411,40262.278126
-198,322,40263.716303
-18,433,40265.584549
-25,109,40266.063063
-19,57,40266.327177
-54,153,40267.002229
-17,189,40267.819515
-42,61,40268.09162
-34,331,40269.522026
-296,352,40271.138913
-34,67,40271.437469
-21,144,40272.066331
-16,155,40272.733021
-17,62,40273.002389
-36,240,40274.037125
-17,85,40274.402721
-56,214,40275.350265
-15,121,40275.873368
-22,31,40276.012942
-15,154,40276.679664
-19,149,40277.324819
-17,213,40278.245718
-15,50,40278.463531
-19,38,40278.631046
-22,74,40278.953936
-16,128,40301.193532
-29,113,40301.655484
-31,38,40301.81673
-20,80,40302.141357
-82,175,40302.867536
-23,86,40303.224523
-49,157,40303.886311
-52,123,40304.411351
-17,42,40304.590914
-19,25,40304.699785
-18,128,40305.254563
-15,76,40305.579365
-17,19,40305.663193
-17,86,40306.029272
-397,429,40307.943807
-17,83,40308.302811
-17,26,40308.417712
-22,59,40308.675553
-241,197,40309.562547
-17,30,40309.70995
-17,41,40309.891896
-371,387,40311.677118
-19,56,40311.927497
-17,65,40312.215264
-15,27,40312.336227
-52,119,40312.865027
-37,82,40313.225694
-16,40,40313.401995
-83,167,40314.154723
-47,50,40314.381294
-17,18,40314.461888
-17,80,40314.808416
-18,102,40315.251938
-19,57,40315.501225
-17,32,40315.642031
-20,43,40315.830398
-15,50,40316.048674
-15,152,40316.703179
-43,54,40316.943839
-26,58,40317.198102
-36,137,40317.790275
-94,221,40318.779383
-31,49,40318.997549
-15,127,40319.545969
-17,50,40319.763512
-17,27,40319.882212
-17,62,40320.153619
-34,57,40320.405817
-16,49,40320.619688
-17,138,40321.218392
-17,24,40321.325138
-53,137,40321.928571
-16,19,40322.014055
-18,129,40322.576729
-17,188,40323.403012
-17,35,40323.557461
-17,26,40323.673298
-29,36,40323.836086
-15,24,40323.941971
-17,41,40324.121221
-96,138,40324.742419
-15,192,40325.580266
-19,44,40325.772894
-35,54,40326.018905
-19,21,40326.114818
-77,267,40327.306593
-50,57,40327.589562
-39,87,40327.983258
-51,92,40328.401925
-19,81,40328.765965
-21,194,40329.626841
-18,19,40329.71395
-17,88,40330.105899
-15,24,40330.214976
-15,68,40330.520405
-54,184,40331.3477
-19,110,40331.842142
-18,32,40332.002586
-34,205,40332.92187
-15,89,40333.317825
-30,90,40333.723634
-43,71,40334.045491
-15,35,40334.203003
-35,171,40334.968279
-56,224,40335.979337
-17,84,40336.356657
-19,28,40336.499671
-17,27,40336.624612
-17,314,40338.027066
-17,106,40338.50196
-15,67,40338.802025
-22,55,40339.048749
-43,122,40339.603529
-17,38,40339.777225
-17,36,40339.940413
-22,27,40340.064665
-17,51,40340.293856
-17,52,40340.526867
-17,67,40340.828944
-90,313,40342.265005
-15,35,40342.424642
-42,152,40343.109869
-943,1002,40369.362322
-15,68,40369.657364
-19,137,40370.244499
-15,65,40370.527386
-28,102,40370.972141
-20,146,40371.621451
-21,118,40372.139965
-50,177,40372.920596
-18,84,40373.290265
-18,57,40373.544045
-17,35,40373.70104
-39,160,40374.411374
-15,76,40374.749344
-20,215,40375.701842
-53,78,40376.074457
-34,46,40376.285109
-17,144,40376.923119
-16,111,40377.412895
-19,229,40378.420863
-400,483,40380.672362
-17,125,40381.232463
-18,45,40381.435655
-15,105,40381.909693
-17,92,40382.323719
-17,18,40382.40652
-19,104,40382.870374
-15,81,40383.230157
-17,84,40383.603796
-56,116,40384.127899
-21,54,40384.370135
-48,150,40385.041476
-31,38,40385.232609
-19,145,40385.883298
-17,134,40386.479899
-41,189,40387.333474
-16,53,40387.574801
-40,129,40388.160487
-19,45,40388.364126
-18,76,40388.704971
-15,55,40388.952872
-63,147,40389.635192
-19,57,40389.893437
-36,48,40390.116521
-17,150,40390.788985
-17,26,40390.908081
-15,17,40390.98782
-17,44,40391.18708
-15,34,40391.341414
-15,20,40391.433626
-20,36,40391.598321
-23,66,40391.897752
-19,47,40392.112533
-15,39,40392.287973
-17,35,40392.445871
-106,135,40393.074291
-21,31,40393.21786
-17,126,40393.783433
-21,27,40393.907339
-17,37,40394.075942
-19,52,40394.325581
-17,72,40394.650241
-44,75,40394.99459
-76,266,40396.202925
-15,58,40396.46475
-17,40,40396.645569
-19,74,40396.97636
-17,142,40397.605461
-22,31,40397.747414
-140,236,40398.829924
-15,55,40399.075528
-17,197,40399.950625
-19,139,40400.569456
-20,171,40401.332025
-19,38,40401.503237
-19,158,40402.202848
-34,42,40402.395067
-16,69,40402.700751
-34,174,40403.487962
-21,102,40403.942812
-44,52,40404.18189
-19,35,40404.341676
-19,27,40404.464746
-19,70,40404.777568
-17,52,40405.009897
-59,233,40406.05679
-15,132,40406.646277
-17,71,40406.96377
-19,55,40407.21054
-17,166,40407.964294
-17,111,40408.459972
-16,32,40408.605186
-19,39,40408.783374
-17,57,40409.039231
-17,23,40409.144589
-15,100,40409.59252
-19,107,40410.072448
-19,80,40410.431919
-17,121,40410.971423
-16,47,40411.18183
-50,63,40411.469054
-17,61,40411.743548
-21,120,40434.022161
-17,73,40434.326887
-17,55,40434.554783
-72,102,40434.986587
-77,92,40435.382865
-120,215,40436.318442
-19,29,40436.445758
-17,21,40436.537869
-30,45,40436.737003
-88,218,40437.688486
-17,42,40437.872862
-19,37,40438.036183
-19,34,40438.187563
-19,204,40439.091151
-17,46,40439.295656
-18,28,40439.420212
-19,35,40439.575181
-15,52,40439.802891
-28,50,40440.027625
-17,19,40440.11347
-16,139,40440.724135
-34,185,40441.541519
-41,95,40441.967281
-19,40,40442.147365
-17,42,40442.336997
-17,20,40442.428
-19,122,40442.983889
-21,49,40443.206322
-46,250,40444.318386
-17,94,40444.739401
-59,78,40445.10243
-17,154,40445.789594
-40,54,40446.037433
-46,101,40446.498481
-93,129,40447.095542
-120,155,40447.829865
-20,39,40448.008283
-32,76,40448.355111
-15,42,40448.545841
-17,49,40448.767173
-17,138,40449.380823
-17,38,40449.552532
-29,71,40449.873684
-17,113,40450.376184
-331,454,40452.501007
-17,35,40452.662229
-17,95,40453.088157
-19,94,40453.507388
-17,30,40453.644516
-21,53,40453.882846
-17,49,40454.102363
-1409,1453,40461.108292
-19,51,40461.361163
-81,91,40461.798242
-18,36,40461.964934
-19,31,40462.108267
-21,84,40462.488454
-17,442,40464.450584
-15,64,40464.735512
-19,66,40465.031027
-27,39,40465.210572
-27,62,40465.492619
-16,59,40465.757784
-15,38,40465.944196
-19,252,40467.074332
-19,75,40467.41137
-17,70,40467.725558
-17,36,40467.888686
-17,255,40469.027301
-17,41,40469.2125
-17,166,40469.953189
-17,33,40470.104141
-17,40,40470.286124
-15,53,40470.53893
-15,39,40470.716136
-87,145,40471.381836
-47,146,40472.036381
-41,53,40472.276331
-19,72,40472.594838
-17,20,40472.685515
-17,40,40472.865141
-26,76,40473.205486
-75,91,40473.620219
-21,116,40474.140384
-17,34,40474.29511
-33,84,40474.675831
-20,156,40475.391887
-16,130,40475.973486
-15,36,40476.13832
-15,39,40476.313667
-17,190,40477.163108
-49,111,40477.664212
-90,132,40478.269919
-23,71,40478.58986
-17,148,40479.247521
-19,196,40501.767993
-132,225,40502.725954
-41,138,40503.307242
-15,31,40503.440621
-47,260,40504.547319
-85,139,40505.158727
-33,54,40505.411937
-19,116,40505.920603
-53,111,40506.412971
-332,342,40507.990297
-17,40,40508.169561
-25,49,40508.390546
-809,877,40512.516207
-18,70,40512.837088
-18,31,40512.979895
-15,53,40513.223043
-49,104,40513.700179
-429,430,40515.75206
-17,395,40517.528424
-3016,3029,40532.324946
-22,29,40532.462288
-19,86,40532.858206
-15,31,40533.001503
-17,33,40533.152598
-45,71,40533.481127
-19,81,40533.84749
-43,70,40534.182719
-24,96,40534.616399
-17,63,40534.900934
-18,59,40535.166235
-17,89,40535.563505
-31,245,40536.662325
-16,38,40536.835332
-20,50,40537.062916
-17,21,40537.159564
-94,168,40537.93201
-15,102,40538.390171
-637,641,40541.421167
-18,102,40541.885832
-34,135,40542.493342
-15,67,40542.791888
-21,127,40543.376615
-15,188,40544.215356
-17,75,40544.548999
-97,174,40545.338174
-18,62,40545.615435
-17,141,40546.240994
-79,157,40546.948721
-19,71,40547.266285
-17,29,40547.397737
-17,122,40569.638483
-55,136,40570.208346
-48,107,40570.658461
-36,171,40571.374838
-19,212,40572.275356
-18,55,40572.51327
-17,60,40572.773777
-15,140,40573.37443
-49,232,40574.406052
-17,62,40574.680324
-19,28,40574.805147
-19,39,40574.977756
-37,208,40575.890813
-17,27,40576.011186
-332,200,40576.933678
-56,74,40577.274348
-131,260,40578.46881
-16,30,40578.606609
-69,161,40579.336721
-18,90,40579.738663
-17,41,40579.922365
-17,261,40581.079954
-79,99,40581.53725
-17,100,40581.984688
-73,112,40582.499466
-58,62,40582.80473
-18,137,40583.414355
-560,577,40586.114583
-17,40,40586.299976
-15,148,40586.969872
-17,116,40587.50534
-365,649,40590.467197
-48,102,40590.930912
-19,20,40591.0251
-19,26,40591.143587
-16,46,40591.351149
-17,78,40591.698851
-15,58,40591.973984
-17,18,40592.058622
-17,86,40592.443081
-15,263,40593.61532
-51,77,40593.972441
-17,62,40594.253261
-17,126,40594.81485
-15,117,40595.337701
-365,140,40595.985123
-473,478,40598.26213
-60,195,40599.146244
-18,31,40599.289325
-19,57,40599.545341
-17,57,40599.800787
-15,30,40599.936581
-15,43,40600.129702
-17,79,40600.48436
-30,99,40600.946118
-42,149,40601.617745
-18,49,40601.840136
-16,19,40601.927983
-773,864,40606.007695
-17,178,40606.81619
-983,1114,40612.099724
-33,68,40612.416981
-59,61,40612.706728
-19,155,40613.404701
-19,22,40613.506064
-41,114,40614.023814
-34,46,40614.233958
-33,185,40636.780329
-17,104,40637.214253
-18,27,40637.328075
-19,23,40637.425762
-17,21,40637.514908
-158,436,40639.367381
-17,32,40639.505376
-60,154,40640.171873
-15,21,40640.266177
-18,36,40640.423772
-33,43,40640.614969
-19,60,40640.8755
-118,126,40641.470889
-17,68,40641.771133
-19,70,40642.079505
-17,71,40642.393819
-36,73,40642.719176
-47,72,40643.045519
-17,22,40643.145139
-17,101,40643.593889
-18,71,40643.90901
-36,82,40644.275815
-17,62,40644.553766
-21,38,40644.725381
-15,91,40645.129228
-60,65,40645.447443
-15,24,40645.55687
-47,136,40646.174776
-654,875,40650.296173
-108,274,40651.551174
-35,153,40652.237415
-66,142,40652.884988
-17,18,40652.968322
-19,186,40653.798301
-38,71,40654.121036
-17,176,40654.918597
-17,53,40655.158172
-17,115,40655.6749
-17,108,40656.160989
-17,76,40656.502331
-17,28,40656.631599
-15,16,40656.706561
-16,69,40657.01629
-19,100,40657.466508
-73,163,40658.212524
-19,77,40658.559558
-19,78,40658.909217
-57,142,40659.56515
-43,50,40659.798149
-22,121,40660.341293
-17,48,40660.557695
-17,77,40660.903532
-17,68,40661.210019
-35,75,40661.549243
-16,37,40661.716544
-19,126,40662.27979
-16,23,40662.384704
-17,68,40662.689584
-34,119,40663.223415
-18,42,40663.411283
-17,75,40663.75955
-15,68,40664.06483
-17,26,40664.183262
-17,76,40664.524162
-36,105,40665.003966
-17,20,40665.096102
-19,142,40665.727583
-19,34,40665.886152
-19,108,40666.368932
-15,20,40666.46067
-1090,1117,40671.759666
-17,18,40671.845514
-23,42,40672.042575
-25,165,40672.784671
-79,120,40673.358213
-19,88,40673.752312
-17,91,40674.160499
-17,32,40674.305581
-18,32,40674.45121
-19,83,40674.82533
-38,74,40675.165843
-17,44,40675.366635
-19,42,40675.557827
-17,31,40675.699792
-17,188,40676.544872
-17,20,40676.637827
-15,107,40677.115276
-19,23,40677.222832
-16,62,40677.501101
-33,168,40678.275697
-17,100,40678.724637
-17,58,40678.985386
-50,105,40679.459251
-17,30,40679.594372
-17,166,40680.330686
-19,387,40703.805123
-27,88,40704.17556
-41,188,40704.959463
-17,34,40705.101916
-16,84,40705.447534
-53,117,40705.950604
-1270,1273,40711.835597
-31,34,40711.993737
-19,124,40712.549563
-37,159,40713.282147
-19,28,40713.410688
-15,17,40713.48898
-28,46,40713.698451
-23,66,40713.996087
-15,125,40714.552464
-19,70,40714.864629
-17,46,40715.072896
-47,156,40715.775537
-19,44,40715.974029
-19,80,40716.331008
-19,90,40716.732814
-20,26,40716.852287
-19,44,40717.050465
-19,152,40717.743299
-133,199,40718.65981
-17,35,40718.819433
-17,58,40719.081944
-75,87,40719.489677
-15,17,40719.568337
-17,67,40719.87015
-19,34,40720.026033
-19,85,40720.410616
-18,175,40721.19498
-18,134,40721.796495
-93,114,40722.344406
-20,205,40723.261378
-17,38,40723.434991
-17,90,40723.83579
-15,55,40724.082421
-16,65,40724.375316
-17,72,40724.696396
-40,54,40724.947402
-17,62,40725.226961
-19,65,40725.519839
-19,60,40725.789979
-19,78,40726.141236
-19,25,40726.256912
-17,28,40726.386471
-15,67,40726.703565
-15,74,40727.038182
-20,59,40727.303989
-17,105,40727.772982
-15,44,40727.969764
-53,397,40729.727129
-2686,2081,40739.797709
-72,93,40740.241152
-17,30,40740.382578
-17,89,40740.805552
-47,48,40741.033033
-17,133,40741.635754
-17,51,40741.867065
-18,117,40742.38843
-17,68,40742.691976
-38,168,40743.440527
-19,130,40744.01954
-19,20,40744.11248
-17,33,40744.263015
-72,184,40745.09536
-17,24,40745.219086
-57,93,40745.645326
-57,136,40746.268019
-56,86,40746.666568
-22,33,40746.818482
-17,205,40747.733264
-16,78,40748.083694
-19,70,40748.397263
-767,773,40773.635471
-19,30,40773.768299
-15,78,40774.105979
-24,48,40774.31688
-50,52,40774.55113
-17,18,40774.633239
-94,108,40775.123591
-13,40,40775.301002
-36,471,40777.39337
-48,127,40777.965585
-17,136,40778.56934
-19,61,40778.843414
-15,71,40779.161093
-465,511,40781.613603
-17,24,40781.725239
-17,30,40781.865289
-17,71,40782.187733
-47,51,40782.426974
-16,26,40782.545831
-1759,1682,40790.773868
-35,77,40791.135695
-60,148,40791.824412
-15,197,40792.707554
-65,94,40793.141479
-22,43,40793.336596
-15,40,40793.516943
-17,30,40793.65424
-36,124,40794.21461
-17,28,40794.342185
-18,23,40794.448491
-17,184,40795.284734
-19,58,40795.54795
-20,132,40796.138795
-19,27,40796.263074
-886,966,40800.865409
-32,54,40801.120444
-17,128,40801.701388
-32,127,40802.279071
-17,40,40802.462748
-15,111,40802.958199
-17,144,40803.601614
-17,73,40803.928322
-17,58,40804.204477
-40,66,40804.507822
-15,25,40804.621442
-17,53,40804.860753
-17,82,40805.228397
-43,248,40806.337427
-17,36,40806.501542
-19,60,40806.771888
-19,20,40806.865175
-17,78,40807.214088
-17,72,40807.53666
-15,149,40808.196127
-33,66,40808.494339
-17,165,40809.244188
-15,131,40809.830312
-1074,1113,40815.121477
-75,113,40815.655154
-61,109,40816.160413
-17,91,40816.574797
-15,219,40817.561157
-15,94,40839.714912
-17,36,40839.864999
-21,59,40840.11006
-17,19,40840.192252
-2372,2385,40851.366904
-17,29,40851.502533
-15,60,40851.779059
-19,190,40852.630542
-46,56,40852.893548
-19,76,40853.236067
-17,77,40853.593627
-19,92,40854.006036
-57,73,40854.34552
-48,79,40854.710304
-15,26,40854.82912
-17,23,40854.934141
-17,137,40855.546202
-19,110,40856.042006
-17,84,40856.418845
-34,88,40856.814982
-15,90,40857.216799
-18,33,40857.365744
-15,87,40857.75385
-22,104,40858.232598
-72,87,40858.630171
-17,75,40858.965477
-254,425,40860.905865
-144.0,200,40861.827005
-17,52,40862.064465
-15,124,40862.614878
-17,239,40863.692582
-17,28,40863.820291
-17,94,40864.239158
-17,26,40864.356997
-62,231,40865.391319
-54,62,40865.676959
-17,29,40865.808827
-23,128,40866.378729
-18,218,40867.362383
-64,72,40867.692745
-15,88,40868.086805
-15,35,40868.245462
-91,207,40869.182781
-76,171,40869.961797
-21,34,40870.119102
-75,106,40870.604285
-15,56,40870.854151
-17,61,40871.130274
-16,39,40871.306647
-19,62,40871.5859
-23,28,40871.731663
-15,267,40872.92115
-17,42,40873.10974
-21,33,40873.26116
-17,23,40873.366695
-1129,1132,40878.789574
-45,153,40879.491678
-57,63,40879.787161
-58,113,40880.308433
-19,116,40880.827134
-19,204,40881.754657
-42,143,40882.395607
-21,93,40882.811852
-18,40,40882.993165
-24,36,40883.158484
-19,62,40883.439674
-21,117,40883.959376
-17,131,40884.540298
-19,135,40885.142511
-21,143,40907.483478
-392,508,40909.684254
-24,29,40909.813848
-19,160,40910.502407
-19,141,40911.111675
-19,38,40911.278796
-36,209,40912.210522
-20,30,40912.345289
-23,37,40912.510146
-19,87,40912.8909
-19,32,40913.035167
-18,61,40913.307451
-17,190,40914.146263
-15,48,40914.358916
-17,51,40914.586377
-17,73,40914.908947
-140,168,40915.684551
-53,99,40916.150259
-33,119,40916.686419
-15,57,40916.943174
-61,78,40917.304894
-48,102,40917.76767
-19,27,40917.89143
-20,41,40918.077617
-102,154,40918.788756
-17,54,40919.03467
-19,34,40919.190471
-17,90,40919.596004
-15,66,40919.891805
-38,186,40920.739153
-49,128,40921.318012
-1046,1218,40927.015193
-19,83,40927.391529
-17,158,40928.100535
-17,41,40928.286101
-17,89,40928.685747
-15,43,40928.880434
-48,65,40929.182625
-80,189,40930.057184
-17,19,40930.145445
-17,65,40930.439471
-16,59,40930.705413
-17,133,40931.30105
-17,66,40931.597202
-45,85,40931.987254
-107,133,40932.607518
-91,129,40933.200789
-18,36,40933.364619
-29,30,40933.505478
-15,53,40933.744945
-17,230,40934.782114
-21,47,40934.994471
-49,73,40935.328429
-1059,1091,40940.52097
-131,148,40941.228659
-17,66,40941.530521
-15,57,40941.789206
-103,155,40942.508687
-15,112,40943.015386
-55,120,40943.563513
-15,112,40944.082246
-75,258,40945.244488
-17,146,40945.892773
-19,84,40946.268166
-19,129,40946.842927
-17,26,40946.962693
-18,75,40947.299902
-1434,1428,40975.875945
-19,296,40977.10864
-19,33,40977.252788
-34,86,40977.62542
-17,20,40977.713741
-29,34,40977.86672
-17,43,40978.052727
-17,33,40978.196446
-48,329,40979.631714
-19,61,40979.900771
-17,91,40980.297282
-1321,1441,40987.074499
-50,64,40987.374031
-38,149,40988.054197
-42,73,40988.390168
-17,71,40988.723559
-17,59,40988.989412
-15,29,40989.121858
-119,120,40989.676093
-15,101,40990.126601
-28,57,40990.383503
-47,83,40990.76077
-16,66,40991.05703
-81,112,40991.569089
-17,37,40991.735933
-22,88,40992.128908
-19,24,40992.238184
-16,60,40992.505643
-17,68,40992.807247
-19,74,40993.152467
-17,37,40993.318668
-15,78,40993.665194
-33,52,40993.902732
-16,123,40994.450747
-18,177,40995.239017
-21,105,40995.706295
-22,101,40996.155449
-17,60,40996.426643
-15,81,40996.787266
-60,70,40997.110437
-16,44,40997.309738
-19,115,40997.838044
-32,55,40998.088971
-26,56,40998.344357
-19,50,40998.569819
-15,35,40998.728928
-15,53,40998.968173
-19,32,40999.113955
-17,71,40999.435037
-18,47,40999.648761
-19,99,41000.093051
-17,126,41000.658856
-27,32,41000.810733
-17,47,41001.02283
-17,329,41002.507019
-17,38,41002.679361
-19,24,41002.788988
-17,141,41003.414579
-17,85,41003.790979
-20,140,41004.410502
-937,992,41009.096195
-19,58,41009.361625
-15,32,41009.508871
-82,103,41009.99408
-15,96,41010.423783
-19,21,41010.520288
-46,229,41011.565564
-86,110,41012.076776
-17,57,41012.334335
-20,36,41012.499116
-17,31,41012.640646
-19,163,41013.363989
-1289,1321,41019.646321
-19,93,41020.069622
-17,162,41042.525952
-17,117,41043.009178
-17,93,41043.392115
-19,37,41043.548926
-16,110,41044.003314
-34,49,41044.210172
-19,26,41044.320921
-47,295,41045.58628
-17,22,41045.683437
-15,38,41045.849123
-19,86,41046.223342
-49,135,41046.832862
-18,25,41046.944363
-19,103,41047.392137
-67,92,41047.806779
-15,26,41047.922933
-34,192,41048.769325
-17,82,41049.131956
-19,231,41050.153064
-19,66,41050.445427
-17,88,41050.834048
-15,43,41051.027701
-19,115,41051.554739
-16,101,41052.002388
-17,129,41052.572574
-15,85,41052.952152
-18,178,41053.74315
-59,119,41054.281876
-19,85,41054.663015
-17,64,41054.952156
-15,61,41055.226625
-17,36,41055.389829
-19,83,41055.780222
-17,119,41056.309912
-62,167,41057.064448
-228,241,41058.182777
-19,83,41058.557614
-19,150,41059.228768
-17,22,41059.330297
-17,103,41059.790362
-17,75,41060.127604
-15,51,41060.371173
-15,118,41060.896837
-17,87,41061.285604
-19,74,41061.614774
-15,29,41061.745025
-203,289,41063.081458
-17,78,41063.434161
-17,84,41063.812634
-52,93,41064.24229
-17,86,41064.628215
-15,53,41064.881281
-18,40,41065.064361
-15,22,41065.165572
-19,47,41065.379823
-31,98,41065.824001
-16,60,41066.096266
-19,23,41066.203149
-20,400,41067.988982
-36,120,41068.526296
-17,89,41068.921994
-17,158,41069.642969
-15,26,41069.761406
-17,59,41070.02639
-17,19,41070.115436
-17,57,41070.370891
-17,25,41070.484457
-18,36,41070.648102
-17,19,41070.736073
-19,35,41070.89572
-17,47,41071.109154
-19,106,41071.583264
-16,34,41071.737566
-42,68,41072.047763
-17,32,41072.195144
-17,32,41072.341728
-17,105,41072.812408
-17,78,41073.164553
-17,44,41073.362529
-40,127,41073.94705
-16,35,41074.105697
-105,243,41075.20143
-21,78,41075.553108
-21,65,41075.845381
-19,43,41076.039128
-19,25,41076.15259
