#{"t_start": 1693081991.9941504, "env_id": "gym_examples/Schedule-v0"}
r,l,t
-178.0,121,10609.804169
-149.0,118,10610.008551
-415.0,102,10610.182421
-98.0,68,10610.30129
-116.0,87,10610.453249
-51.0,44,10610.529677
-145.0,98,10610.699936
-62.0,47,10610.783038
-176.0,138,10611.050537
-173.0,128,10611.285505
-126.0,98,10611.464426
-31.0,19,10611.498406
-55.0,36,10611.566489
-173.0,150,10611.843449
-112.0,90,10612.007513
-70.0,58,10612.113328
-45.0,37,10612.181406
-54.0,38,10612.252598
-58.0,45,10612.336717
-50.0,46,10612.420143
-147.0,121,10612.64439
-59.0,47,10612.728233
-87.0,79,10612.890139
-537.0,119,10613.1161
-54.0,42,10613.195919
-55.0,38,10613.268812
-47.0,37,10613.338204
-178.0,145,10613.614117
-156.0,114,10613.831731
-155.0,110,10614.039984
-42.0,27,10614.090667
-299.0,223,10614.516275
-60.0,39,10614.590443
-52.0,30,10614.648665
-107.0,84,10614.826481
-172.0,133,10615.082908
-73.0,52,10615.182661
-128.0,90,10615.356355
-227.0,179,10615.699994
-58.0,38,10615.773376
-44.0,40,10615.848664
-148.0,113,10616.064489
-49.0,39,10616.139398
-49.0,56,10616.24145
-94.0,80,10616.393819
-111.0,95,10616.57606
-45.0,39,10616.667367
-94.0,60,10616.782886
-108.0,69,10616.915199
-117.0,86,10617.081169
-173.0,120,10617.313017
-304.0,226,10617.748321
-129.0,109,10617.958596
-44.0,41,10618.038914
-90.0,67,10618.167077
-461.0,307,10618.775013
-47.0,40,10618.85257
-217.0,159,10619.158245
-296.0,221,10619.58037
-112.0,86,10619.747849
-122.0,80,10619.902907
-62.0,49,10619.997407
-57.0,45,10620.08455
-122.0,86,10620.250004
-142.0,110,10620.464808
-37.0,28,10620.533262
-104.0,75,10620.681615
-61.0,38,10620.755081
-64.0,53,10620.859121
-86.0,63,10620.982547
-62.0,41,10621.06226
-48.0,36,10621.132742
-85.0,64,10621.258352
-72.0,51,10621.359431
-68.0,37,10621.432109
-100.0,69,10621.568869
-96.0,66,10621.69858
-61.0,43,10621.782835
-46.0,26,10621.834895
-62.0,34,10621.900932
-213.0,149,10622.191708
-73.0,43,10622.275159
-70.0,52,10622.375554
-128.0,91,10625.870871
-126.0,84,10625.99547
-87.0,71,10626.100606
-55.0,39,10626.157485
-60.0,45,10626.224339
-94.0,57,10626.309158
-221.0,174,10626.569391
-217.0,73,10626.678405
-68.0,40,10626.739178
-96.0,76,10626.855646
-133.0,102,10627.011422
-82.0,72,10627.119785
-59.0,43,10627.184227
-70.0,52,10627.265008
-183.0,178,10627.55355
-36.0,35,10627.606657
-70.0,52,10627.687584
-72.0,51,10627.767266
-45.0,29,10627.812114
-272.0,201,10628.131869
-46.0,26,10628.172741
-94.0,60,10628.268674
-55.0,43,10628.336325
-47.0,37,10628.394109
-99.0,74,10628.513164
-55.0,54,10628.598602
-101.0,66,10628.704454
-95.0,69,10628.815315
-49.0,35,10628.872405
-47.0,38,10628.94914
-156.0,116,10629.138382
-80.0,64,10629.24261
-160.0,122,10629.443555
-50.0,44,10629.517446
-55.0,41,10629.585548
-100.0,82,10629.721655
-222.0,96,10629.882553
-37.0,31,10629.932445
-69.0,49,10630.015896
-129.0,100,10630.184624
-84.0,76,10630.309828
-68.0,42,10630.378892
-77.0,57,10630.475071
-55.0,35,10630.534301
-165.0,146,10630.79666
-101.0,80,10630.932156
-77.0,64,10631.042145
-391.0,309,10631.578284
-128.0,113,10631.772626
-63.0,49,10631.857403
-49.0,49,10631.941535
-157.0,113,10632.139307
-112.0,80,10632.283988
-63.0,47,10632.38504
-123.0,81,10632.53339
-96.0,80,10632.678358
-57.0,42,10632.756171
-46.0,34,10632.817048
-47.0,39,10632.889021
-56.0,79,10633.029149
-63.0,55,10633.130887
-78.0,52,10633.227181
-48.0,33,10633.286788
-166.0,46,10633.372556
-47.0,43,10633.450448
-107.0,85,10633.60855
-218.0,141,10633.869487
-56.0,59,10633.97795
-84.0,67,10634.104348
-60.0,31,10634.161776
-88.0,87,10634.339321
-280.0,206,10634.729686
-55.0,50,10634.823423
-248.0,189,10635.17952
-158.0,122,10635.410692
-129.0,76,10635.553814
-47.0,33,10635.617138
-226.0,173,10635.946772
-54.0,28,10635.998564
-117.0,73,10636.155002
-64.0,61,10636.270318
-88.0,69,10636.401486
-55.0,49,10636.496838
-108.0,76,10636.64094
-65.0,43,10636.722874
-54.0,34,10636.788054
-94.0,66,10636.914547
-51.0,26,10636.963684
-284.0,222,10637.392771
-45.0,41,10637.469818
-166.0,142,10637.741597
-36.0,26,10637.789984
-156.0,112,10638.018284
-52.0,43,10638.100434
-490.0,373,10638.821893
-51.0,41,10638.902102
-56.0,43,10638.983188
-251.0,191,10639.357273
-66.0,47,10639.449484
-56.0,37,10639.520452
-77.0,64,10639.642379
-76.0,55,10639.746578
-63.0,49,10639.841146
-124.0,95,10640.040933
-46.0,38,10640.11493
-42.0,26,10640.165487
-139.0,105,10640.364757
-119.0,76,10640.510953
-161.0,131,10640.76223
-50.0,49,10640.856343
-53.0,47,10640.945681
-135.0,115,10641.166701
-274.0,217,10641.589053
-53.0,37,10641.660275
-268.0,65,10641.785552
-84.0,63,10641.922239
-236.0,110,10642.13447
-61.0,58,10642.244315
-51.0,53,10642.34523
-57.0,58,10642.455741
-111.0,87,10642.622329
-135.0,94,10642.80494
-164.0,133,10643.058687
-103.0,88,10643.226378
-95.0,75,10643.370261
-49.0,44,10643.452734
-72.0,50,10643.548494
-162.0,110,10643.759727
-56.0,47,10647.201248
-381.0,304,10647.652963
-61.0,47,10647.723409
-42.0,23,10647.757555
-42.0,23,10647.791764
-159.0,53,10647.870361
-46.0,46,10647.939861
-113.0,99,10648.090038
-48.0,40,10648.149833
-128.0,88,10648.285248
-65.0,58,10648.372717
-52.0,39,10648.433203
-108.0,79,10648.555119
-64.0,52,10648.635208
-60.0,53,10648.731026
-101.0,63,10648.828833
-164.0,131,10649.035501
-50.0,26,10649.075666
-52.0,44,10649.144155
-52.0,47,10649.217532
-50.0,35,10649.273873
-60.0,37,10649.332791
-36.0,29,10649.377028
-111.0,94,10649.525706
-49.0,44,10649.595652
-109.0,76,10649.71764
-37.0,26,10649.758878
-122.0,105,10649.92433
-49.0,35,10649.981065
-58.0,45,10650.052045
-52.0,51,10650.133924
-88.0,61,10650.231477
-51.0,33,10650.298887
-43.0,32,10650.34984
-155.0,116,10650.543203
-51.0,38,10650.605927
-104.0,84,10650.742561
-87.0,76,10650.866566
-75.0,65,10650.972984
-50.0,66,10651.078802
-108.0,71,10651.197253
-64.0,44,10651.270258
-56.0,42,10651.339859
-156.0,114,10651.533183
-153.0,117,10651.729852
-71.0,40,10651.798027
-59.0,42,10651.870019
-44.0,30,10651.920098
-50.0,38,10652.000592
-101.0,67,10652.113896
-58.0,40,10652.181326
-141.0,114,10652.377618
-105.0,85,10652.523821
-46.0,25,10652.566569
-61.0,45,10652.644087
-179.0,125,10652.859848
-62.0,46,10652.939801
-262.0,207,10653.301692
-40.0,26,10653.34596
-80.0,52,10653.435873
-63.0,47,10653.517
-72.0,57,10653.620053
-187.0,141,10653.89219
-102.0,79,10654.036199
-86.0,79,10654.180654
-67.0,35,10654.246108
-70.0,53,10654.343606
-108.0,75,10654.484282
-104.0,105,10654.675245
-62.0,40,10654.749608
-57.0,41,10654.826444
-87.0,71,10654.95662
-79.0,60,10655.066853
-52.0,40,10655.139853
-119.0,82,10655.289761
-79.0,37,10655.359432
-144.0,87,10655.518876
-49.0,41,10655.611871
-140.0,121,10655.838287
-59.0,52,10655.936377
-96.0,68,10656.065095
-287.0,225,10656.494258
-53.0,33,10656.555214
-47.0,36,10656.624829
-295.0,208,10657.019397
-50.0,42,10657.099343
-211.0,162,10657.406723
-46.0,43,10657.506952
-53.0,37,10657.578357
-249.0,168,10657.899284
-226.0,171,10658.227749
-125.0,99,10658.41679
-89.0,67,10658.545285
-99.0,80,10658.701116
-172.0,129,10658.94787
-44.0,41,10659.026046
-48.0,27,10659.077388
-57.0,36,10659.146304
-61.0,40,10659.22384
-50.0,34,10659.28945
-57.0,37,10659.360958
-63.0,42,10659.45829
-249.0,207,10659.855567
-167.0,101,10660.049958
-54.0,27,10660.102546
-95.0,84,10660.261715
-26.0,27,10660.31216
-60.0,40,10660.389164
-38.0,27,10660.43992
-55.0,37,10660.512398
-55.0,38,10660.584112
-126.0,88,10660.754087
-92.0,60,10660.872598
-113.0,73,10661.017229
-105.0,87,10661.186441
-545.0,273,10661.741628
-95.0,74,10661.885681
-82.0,72,10662.027204
-51.0,32,10662.088328
-98.0,85,10662.255871
-550.0,380,10662.99747
-122.0,95,10663.182907
-198.0,164,10663.518646
-105.0,78,10663.672392
-70.0,59,10663.788068
-187.0,131,10664.044167
-205.0,175,10664.381881
-63.0,61,10664.497873
-85.0,64,10664.620769
-107.0,71,10664.756525
-51.0,38,10664.829674
-66.0,40,10664.905835
-55.0,26,10664.955505
-133.0,109,10665.166153
-81.0,86,10668.662956
-56.0,33,10668.711424
-234.0,173,10668.965683
-60.0,50,10669.038989
-61.0,40,10669.097577
-253.0,189,10669.379592
-43.0,36,10669.433908
-46.0,29,10669.477461
-49.0,38,10669.535857
-96.0,64,10669.632992
-274.0,209,10669.95326
-57.0,35,10670.007262
-136.0,109,10670.190778
-236.0,175,10670.467317
-197.0,145,10670.697423
-166.0,136,10670.913683
-55.0,40,10670.977216
-59.0,29,10671.023797
-45.0,39,10671.08556
-134.0,95,10671.237987
-135.0,97,10671.39332
-146.0,103,10671.558803
-117.0,94,10671.707343
-115.0,92,10671.873644
-148.0,124,10672.079484
-66.0,35,10672.137893
-55.0,37,10672.199365
-217.0,173,10672.487284
-96.0,75,10672.613767
-90.0,86,10672.757473
-67.0,41,10672.826597
-55.0,50,10672.908418
-136.0,111,10673.096652
-60.0,39,10673.163812
-52.0,46,10673.2393
-176.0,129,10673.475508
-105.0,91,10673.631585
-249.0,171,10673.924803
-14.0,12,10673.94502
-53.0,39,10674.011896
-150.0,91,10674.169445
-61.0,43,10674.243211
-57.0,56,10674.339534
-119.0,93,10674.502043
-87.0,60,10674.606224
-122.0,75,10674.736912
-94.0,58,10674.839967
-215.0,161,10675.132369
-192.0,137,10675.399377
-158.0,123,10675.625297
-41.0,29,10675.677491
-132.0,98,10675.857044
-68.0,50,10675.948733
-130.0,85,10676.109064
-169.0,136,10676.364234
-27.0,23,10676.405895
-151.0,102,10676.595579
-65.0,43,10676.675786
-163.0,126,10676.909014
-185.0,139,10677.188313
-61.0,62,10677.30394
-93.0,80,10677.455808
-296.0,251,10677.92967
-116.0,85,10678.091503
-94.0,62,10678.209618
-76.0,58,10678.318839
-102.0,88,10678.485476
-100.0,63,10678.605597
-133.0,88,10678.774106
-58.0,35,10678.84156
-60.0,55,10678.944309
-68.0,45,10679.046569
-70.0,55,10679.152375
-111.0,81,10679.308253
-109.0,79,10679.461398
-27.0,22,10679.502966
-360.0,173,10679.834463
-60.0,36,10679.902936
-59.0,41,10679.980832
-66.0,51,10680.078158
-55.0,55,10680.184172
-55.0,46,10680.271078
-57.0,45,10680.358251
-187.0,129,10680.606806
-49.0,42,10680.687462
-89.0,73,10680.826928
-174.0,139,10681.110734
-231.0,160,10681.416694
-235.0,196,10681.79675
-428.0,316,10682.417658
-102.0,71,10682.559518
-50.0,34,10682.62557
-195.0,157,10682.948447
-73.0,57,10683.058128
-216.0,136,10683.326261
-66.0,42,10683.409397
-70.0,45,10683.497491
-67.0,49,10683.593026
-64.0,40,10683.671638
-63.0,41,10683.75074
-66.0,46,10683.840279
-65.0,46,10683.92993
-53.0,63,10684.048625
-129.0,90,10684.224779
-71.0,38,10684.301491
-49.0,39,10684.378151
-58.0,36,10684.446978
-234.0,174,10684.782957
-98.0,68,10684.929142
-56.0,33,10684.992305
-55.0,39,10685.068058
-50.0,32,10685.128097
-55.0,40,10685.203187
-45.0,43,10685.282126
-48.0,27,10685.334896
-88.0,63,10685.456559
-57.0,40,10685.533322
-45.0,43,10685.61594
-59.0,50,10685.712255
-68.0,43,10685.795312
-194.0,140,10686.062677
-45.0,35,10686.131752
-99.0,74,10686.273524
-75.0,56,10686.382157
-69.0,51,10686.479943
-57.0,36,10686.548314
-37.0,31,10686.606038
-125.0,105,10690.15626
-160.0,116,10690.326521
-222.0,170,10690.579223
-159.0,90,10690.71006
-50.0,31,10690.7556
-52.0,43,10690.819389
-52.0,39,10690.876176
-61.0,38,10690.932635
-298.0,242,10691.299263
-43.0,31,10691.345932
-60.0,44,10691.412387
-303.0,257,10691.827265
-137.0,102,10691.985525
-145.0,101,10692.144809
-97.0,79,10692.269197
-48.0,41,10692.335034
-110.0,74,10692.455751
-47.0,30,10692.502859
-204.0,155,10692.750137
-118.0,75,10692.872002
-253.0,167,10693.143902
-53.0,37,10693.204704
-46.0,54,10693.306827
-168.0,117,10693.502827
-106.0,89,10693.651289
-313.0,180,10693.951307
-58.0,34,10694.008273
-173.0,130,10694.22633
-36.0,26,10694.268745
-93.0,75,10694.396158
-91.0,61,10694.499632
-59.0,47,10694.579604
-67.0,45,10694.655997
-183.0,134,10694.882245
-55.0,43,10694.970889
-104.0,83,10695.112474
-41.0,36,10695.174969
-54.0,46,10695.254212
-106.0,82,10695.396381
-61.0,57,10695.493704
-50.0,27,10695.540704
-97.0,89,10695.694346
-70.0,48,10695.777979
-110.0,90,10695.935351
-126.0,101,10696.109357
-76.0,52,10696.199612
-129.0,102,10696.377286
-58.0,30,10696.429765
-77.0,64,10696.543184
-47.0,35,10696.607778
-387.0,69,10696.749721
-185.0,122,10696.973939
-190.0,140,10697.233991
-209.0,162,10697.535638
-94.0,63,10697.653156
-53.0,40,10697.727473
-196.0,146,10698.000029
-106.0,84,10698.158894
-154.0,119,10698.381089
-65.0,43,10698.46286
-27.0,22,10698.503578
-132.0,88,10698.686112
-57.0,32,10698.746865
-297.0,73,10698.884557
-96.0,77,10699.031052
-50.0,49,10699.123075
-68.0,55,10699.226291
-55.0,40,10699.300708
-72.0,44,10699.382462
-62.0,50,10699.477246
-109.0,87,10699.641648
-44.0,45,10699.72574
-59.0,58,10699.83381
-90.0,69,10699.962517
-112.0,74,10700.102748
-57.0,39,10700.176069
-176.0,142,10700.447041
-83.0,64,10700.585207
-164.0,45,10700.672745
-47.0,31,10700.731695
-85.0,65,10700.856014
-54.0,50,10700.952167
-252.0,185,10701.306954
-80.0,60,10701.422459
-103.0,78,10701.57443
-449.0,328,10702.206604
-118.0,88,10702.376667
-79.0,63,10702.512369
-121.0,98,10702.703273
-229.0,190,10703.06842
-93.0,62,10703.188693
-131.0,93,10703.370555
-86.0,48,10703.465163
-154.0,105,10703.671423
-117.0,82,10703.832666
-162.0,107,10704.04301
-64.0,56,10704.150734
-478.0,115,10704.395308
-55.0,33,10704.461251
-62.0,53,10704.564947
-98.0,64,10704.690281
-60.0,39,10704.767703
-89.0,80,10704.923246
-131.0,109,10705.136109
-62.0,46,10705.225247
-56.0,42,10705.306449
-71.0,66,10705.4315
-106.0,82,10705.589468
-199.0,86,10705.753199
-92.0,84,10705.913007
-146.0,127,10706.153205
-84.0,67,10706.281135
-94.0,74,10706.439616
-238.0,185,10706.800544
-192.0,130,10707.053429
-60.0,47,10707.144435
-112.0,86,10707.311016
-628.0,257,10707.81739
-44.0,34,10707.883685
-77.0,61,10708.001797
-265.0,231,10711.741112
-42.0,34,10711.789926
-522.0,405,10712.390912
-176.0,116,10712.566831
-106.0,67,10712.668069
-311.0,86,10712.79823
-27.0,26,10712.83704
-53.0,34,10712.889716
-138.0,107,10713.057221
-54.0,51,10713.150446
-47.0,26,10713.190461
-154.0,93,10713.334229
-55.0,51,10713.41462
-88.0,59,10713.508273
-96.0,59,10713.601081
-56.0,46,10713.673163
-48.0,32,10713.722739
-191.0,150,10713.960655
-203.0,160,10714.217577
-51.0,22,10714.253284
-161.0,114,10714.440563
-80.0,59,10714.536683
-54.0,43,10714.606229
-92.0,67,10714.730054
-52.0,44,10714.802297
-74.0,51,10714.885147
-43.0,33,10714.938278
-64.0,41,10715.007476
-59.0,45,10715.082541
-78.0,55,10715.172182
-66.0,56,10715.263474
-71.0,47,10715.341592
-157.0,115,10715.534239
-51.0,31,10715.585329
-48.0,45,10715.660996
-288.0,203,10716.002752
-203.0,163,10716.279558
-188.0,137,10716.53153
-36.0,37,10716.5922
-151.0,111,10716.784093
-154.0,102,10716.960386
-46.0,43,10717.033722
-138.0,107,10717.219229
-229.0,181,10717.535262
-99.0,70,10717.657156
-300.0,229,10718.064933
-103.0,80,10718.228308
-66.0,46,10718.313007
-77.0,60,10718.424225
-48.0,43,10718.504349
-216.0,162,10718.807113
-178.0,58,10718.913567
-161.0,119,10719.137297
-131.0,100,10719.323993
-132.0,94,10719.499341
-57.0,46,10719.582244
-58.0,42,10719.659787
-76.0,44,10719.742146
-195.0,146,10720.015257
-37.0,24,10720.074664
-71.0,44,10720.158945
-42.0,34,10720.221308
-65.0,49,10720.313568
-53.0,38,10720.385165
-54.0,42,10720.465791
-52.0,53,10720.5641
-183.0,128,10720.807258
-96.0,77,10720.953866
-115.0,87,10721.120026
-58.0,44,10721.202758
-193.0,145,10721.477856
-151.0,118,10721.703158
-182.0,136,10721.980041
-115.0,96,10722.162813
-256.0,178,10722.506195
-44.0,29,10722.561681
-52.0,52,10722.661824
-69.0,50,10722.758536
-133.0,76,10722.904089
-27.0,22,10722.945682
-50.0,31,10723.003841
-260.0,61,10723.119526
-62.0,60,10723.234749
-75.0,66,10723.359273
-122.0,88,10723.52966
-698.0,228,10723.981222
-107.0,84,10724.144061
-146.0,117,10724.371537
-131.0,67,10724.500702
-326.0,180,10724.84967
-66.0,46,10724.940792
-97.0,75,10725.088979
-58.0,44,10725.176042
-55.0,46,10725.26469
-55.0,49,10725.361188
-51.0,45,10725.44885
-121.0,72,10725.589906
-75.0,42,10725.672027
-254.0,176,10726.034087
-249.0,118,10726.266225
-131.0,111,10726.485806
-27.0,23,10726.530595
-107.0,88,10726.703895
-59.0,45,10726.789569
-63.0,38,10726.864523
-78.0,45,10726.952574
-156.0,121,10727.190681
-27.0,24,10727.236251
-270.0,208,10727.646618
-63.0,46,10727.735795
-86.0,75,10727.895636
-131.0,103,10728.099919
-105.0,90,10728.277555
-43.0,23,10728.323756
-97.0,65,10728.451056
-46.0,38,10728.525366
-63.0,30,10728.584638
-66.0,49,10728.680548
-61.0,43,10728.764225
-45.0,38,10728.838847
-133.0,95,10729.027478
-182.0,115,10729.253507
-67.0,54,10729.360009
-240.0,179,10729.713537
-53.0,38,10729.790062
-78.0,47,10733.212118
-101.0,77,10733.325004
-98.0,77,10733.437222
-182.0,143,10733.646021
-109.0,82,10733.766086
-157.0,121,10733.941749
-50.0,38,10733.996726
-230.0,183,10734.265798
-75.0,56,10734.348237
-63.0,40,10734.408114
-80.0,59,10734.496161
-46.0,43,10734.559515
-44.0,36,10734.610828
-71.0,50,10734.699665
-36.0,28,10734.73885
-104.0,65,10734.834997
-116.0,74,10734.945209
-55.0,39,10735.006756
-71.0,37,10735.067614
-107.0,91,10735.214814
-57.0,41,10735.282418
-121.0,81,10735.414279
-157.0,121,10735.613877
-191.0,152,10735.864866
-60.0,40,10735.931976
-108.0,86,10736.074872
-112.0,88,10736.221537
-56.0,43,10736.308827
-73.0,56,10736.403197
-45.0,46,10736.481199
-319.0,256,10736.912871
-88.0,70,10737.029016
-468.0,328,10737.590394
-51.0,33,10737.647783
-82.0,64,10737.757326
-61.0,44,10737.832976
-57.0,46,10737.911508
-60.0,43,10738.001644
-45.0,33,10738.059865
-49.0,34,10738.117281
-50.0,49,10738.201417
-60.0,39,10738.269475
-274.0,195,10738.617583
-103.0,69,10738.74282
-143.0,114,10738.953356
-56.0,36,10739.017676
-114.0,84,10739.172717
-69.0,53,10739.269387
-50.0,44,10739.350863
-51.0,38,10739.421822
-106.0,89,10739.585804
-66.0,39,10739.658995
-65.0,51,10739.754053
-69.0,50,10739.862104
-136.0,102,10740.052178
-169.0,110,10740.25624
-289.0,208,10740.646761
-39.0,31,10740.703461
-51.0,28,10740.755352
-50.0,42,10740.834791
-85.0,67,10740.958884
-62.0,62,10741.074583
-74.0,44,10741.158141
-160.0,109,10741.365587
-129.0,100,10741.554499
-51.0,49,10741.647695
-70.0,53,10741.764438
-60.0,52,10741.863025
-53.0,39,10741.937241
-56.0,47,10742.025691
-299.0,235,10742.470779
-49.0,39,10742.544867
-93.0,73,10742.687083
-42.0,26,10742.736171
-115.0,86,10742.901529
-41.0,37,10742.973093
-283.0,248,10743.448275
-101.0,77,10743.596692
-97.0,74,10743.754497
-51.0,43,10743.835967
-61.0,53,10743.937487
-56.0,45,10744.022408
-47.0,48,10744.11511
-62.0,45,10744.201998
-408.0,327,10744.832565
-134.0,85,10744.997018
-51.0,41,10745.073082
-91.0,76,10745.216791
-43.0,34,10745.2812
-168.0,132,10745.535375
-44.0,38,10745.622034
-250.0,123,10745.862775
-83.0,54,10745.967087
-55.0,53,10746.067739
-54.0,35,10746.137318
-36.0,22,10746.179029
-154.0,100,10746.370753
-160.0,141,10746.640407
-95.0,61,10746.756728
-131.0,96,10746.941374
-38.0,29,10746.995056
-44.0,36,10747.063113
-37.0,30,10747.118377
-53.0,38,10747.190995
-57.0,40,10747.266817
-82.0,63,10747.387737
-626.0,330,10748.035525
-133.0,107,10748.240812
-56.0,40,10748.317273
-89.0,53,10748.419438
-52.0,29,10748.475077
-53.0,44,10748.560389
-60.0,44,10748.642892
-59.0,42,10748.724853
-53.0,46,10748.814805
-154.0,127,10749.060895
-125.0,86,10749.226102
-206.0,143,10749.517072
-58.0,47,10749.609754
-47.0,40,10749.688819
-63.0,51,10749.787757
-48.0,34,10749.85584
-112.0,96,10750.044065
-99.0,83,10750.206242
-27.0,21,10750.246547
-274.0,199,10750.635773
-61.0,57,10750.746132
-49.0,34,10750.81104
-69.0,41,10750.892649
-137.0,99,10751.085958
-126.0,100,10751.282807
-67.0,44,10751.368686
-212.0,153,10754.949805
-44.0,40,10755.009334
-67.0,49,10755.081082
-45.0,29,10755.123545
-53.0,31,10755.169173
-56.0,44,10755.235242
-66.0,50,10755.309811
-54.0,42,10755.373088
-61.0,42,10755.435631
-44.0,32,10755.48363
-49.0,39,10755.542006
-48.0,41,10755.603882
-48.0,32,10755.65062
-248.0,205,10755.961695
-55.0,35,10756.014375
-511.0,313,10756.515735
-174.0,130,10756.720377
-66.0,50,10756.798947
-48.0,46,10756.870671
-92.0,71,10756.984083
-240.0,181,10757.27388
-51.0,42,10757.342155
-157.0,43,10757.410345
-111.0,85,10757.548035
-51.0,31,10757.598635
-144.0,105,10757.769599
-136.0,116,10757.974753
-27.0,26,10758.016311
-480.0,380,10758.643055
-49.0,42,10758.712998
-55.0,38,10758.776102
-314.0,235,10759.172951
-50.0,40,10759.240247
-119.0,101,10759.410815
-126.0,93,10759.582269
-48.0,41,10759.652382
-97.0,79,10759.788438
-63.0,49,10759.872483
-67.0,46,10759.950978
-105.0,81,10760.090692
-165.0,129,10760.311428
-115.0,90,10760.465842
-53.0,41,10760.53615
-96.0,78,10760.672366
-58.0,39,10760.739702
-94.0,69,10760.859589
-116.0,92,10761.019646
-244.0,186,10761.372673
-171.0,117,10761.587303
-86.0,68,10761.710695
-127.0,90,10761.876412
-292.0,225,10762.294151
-64.0,43,10762.374417
-53.0,51,10762.467798
-58.0,40,10762.543144
-94.0,71,10762.67433
-44.0,35,10762.737381
-54.0,43,10762.816956
-45.0,25,10762.862824
-105.0,83,10763.018785
-130.0,104,10763.228481
-175.0,144,10763.500884
-78.0,63,10763.620268
-94.0,71,10763.753481
-67.0,40,10763.827318
-61.0,51,10763.923002
-81.0,50,10764.01489
-132.0,89,10764.181913
-51.0,42,10764.260872
-113.0,64,10764.382459
-210.0,166,10764.697694
-56.0,45,10764.78291
-46.0,34,10764.847003
-54.0,38,10764.918238
-72.0,51,10765.014422
-237.0,181,10765.374375
-61.0,45,10765.461376
-50.0,36,10765.531335
-189.0,149,10765.818423
-271.0,195,10766.194304
-98.0,69,10766.325491
-62.0,45,10766.410719
-45.0,25,10766.458635
-122.0,74,10766.602164
-110.0,93,10766.777843
-160.0,117,10767.018518
-94.0,75,10767.162534
-53.0,35,10767.230744
-131.0,118,10767.457403
-126.0,110,10767.667681
-211.0,133,10767.923883
-206.0,150,10768.215087
-114.0,84,10768.38091
-69.0,55,10768.487174
-53.0,35,10768.554475
-110.0,88,10768.725376
-101.0,78,10768.874439
-83.0,57,10768.997976
-147.0,118,10769.226024
-232.0,171,10769.557409
-64.0,40,10769.63392
-47.0,34,10769.698047
-211.0,133,10769.954623
-57.0,34,10770.020484
-62.0,43,10770.104353
-143.0,99,10770.294416
-48.0,43,10770.377082
-68.0,48,10770.468839
-98.0,72,10770.609693
-104.0,77,10770.760878
-64.0,49,10770.855776
-66.0,53,10770.97306
-61.0,41,10771.053014
-58.0,32,10771.115676
-83.0,46,10771.206055
-55.0,38,10771.28301
-44.0,37,10771.354319
-45.0,85,10771.514833
-220.0,162,10771.823437
-46.0,55,10771.926781
-53.0,35,10771.994351
-51.0,25,10772.041759
-109.0,63,10772.162966
-27.0,22,10772.203886
-52.0,26,10772.253264
-44.0,43,10772.337986
-155.0,121,10772.572864
-47.0,38,10772.643333
-46.0,43,10772.726189
-321.0,250,10776.459352
-135.0,109,10776.619649
-151.0,134,10776.814857
-66.0,35,10776.866164
-72.0,41,10776.92731
-54.0,35,10776.981037
-73.0,54,10777.061097
-124.0,102,10777.214377
-64.0,50,10777.289762
-37.0,23,10777.324444
-193.0,151,10777.559453
-51.0,26,10777.599146
-89.0,79,10777.737456
-66.0,56,10777.824146
-80.0,48,10777.898331
-50.0,43,10777.963039
-45.0,40,10778.02464
-187.0,133,10778.233871
-93.0,65,10778.336757
-100.0,78,10778.462577
-83.0,77,10778.584853
-94.0,59,10778.680676
-90.0,56,10778.771771
-40.0,40,10778.836276
-46.0,40,10778.90052
-473.0,327,10779.450795
-52.0,43,10779.523199
-206.0,164,10779.794554
-62.0,44,10779.867981
-82.0,76,10779.990099
-62.0,42,10780.060033
-94.0,51,10780.144003
-27.0,28,10780.188984
-56.0,54,10780.278831
-55.0,43,10780.350838
-56.0,35,10780.409565
-56.0,45,10780.487253
-49.0,38,10780.552223
-63.0,58,10780.647992
-52.0,48,10780.729634
-63.0,52,10780.81749
-419.0,178,10781.137352
-123.0,105,10781.31578
-52.0,42,10781.388043
-111.0,87,10781.540801
-101.0,93,10781.698862
-134.0,122,10781.910101
-52.0,45,10781.98761
-51.0,29,10782.038777
-54.0,31,10782.092831
-63.0,80,10782.228185
-91.0,52,10782.318813
-63.0,35,10782.379616
-195.0,141,10782.63254
-76.0,54,10782.747396
-48.0,37,10782.815566
-48.0,37,10782.883519
-179.0,127,10783.11651
-206.0,150,10783.392011
-293.0,218,10783.801078
-56.0,50,10783.893681
-88.0,69,10784.020843
-59.0,45,10784.103291
-111.0,81,10784.254845
-45.0,46,10784.337704
-93.0,66,10784.459219
-55.0,36,10784.526595
-104.0,77,10784.685431
-309.0,79,10784.835524
-56.0,41,10784.912559
-127.0,85,10785.074055
-54.0,44,10785.157901
-46.0,40,10785.233185
-115.0,93,10785.409926
-198.0,139,10785.672333
-28.0,14,10785.698671
-73.0,53,10785.799061
-128.0,87,10785.96363
-67.0,57,10786.068738
-48.0,36,10786.13753
-181.0,143,10786.40973
-138.0,97,10786.61182
-153.0,107,10786.816854
-73.0,67,10786.94363
-160.0,130,10787.190649
-67.0,61,10787.306652
-94.0,77,10787.452891
-111.0,96,10787.637193
-157.0,138,10787.902827
-248.0,208,10788.303577
-73.0,42,10788.384946
-65.0,49,10788.4953
-69.0,47,10788.585924
-72.0,47,10788.677557
-72.0,51,10788.776065
