#{"t_start": 1693081991.9941504, "env_id": "gym_examples/Schedule-v0"}
r,l,t
-3230.0,123,115.934863
-27,32,115.992747
-32.0,36,116.059273
-806.0,15,116.088122
-1322.0,98,116.268081
-225,31,116.325209
-1624.0,53,116.432272
-1580.0,77,116.575593
-1014,29,116.630676
-1370.0,75,116.772189
-1948.0,71,116.903141
-355.0,57,117.007818
-644.0,42,117.085717
-31.0,20,117.122412
-442.0,42,117.199299
-645.0,31,117.256847
-951.0,64,117.375832
-33.0,23,117.417373
-2492.0,90,117.58616
-323.0,22,117.626548
-280.0,69,117.753678
-311.0,14,117.779507
-580.0,83,117.93181
-617.0,23,117.975125
-2212.0,112,118.182971
-358.0,43,118.272453
-761.0,48,118.361349
-1904.0,105,118.557289
-134.0,30,118.613049
-718.0,29,118.667403
-1550.0,64,118.788005
-2283.0,81,118.940355
-322.0,17,118.971947
-1508.0,113,119.181079
-784.0,58,119.288382
-3383.0,165,119.597294
-11.0,14,119.623089
-549.0,51,119.718303
-1773.0,73,119.857579
-628.0,38,119.928892
-1050.0,53,120.028683
-719.0,35,120.092993
-10,14,120.127479
-2196.0,153,120.413177
-4659.0,168,120.729897
-4602.0,203,121.112612
-310.0,20,121.149347
-559.0,48,121.23926
-1949.0,69,121.368134
-539.0,26,121.416814
-9,15,121.444079
-1712.0,94,121.618306
-137.0,23,121.660463
-956.0,52,121.756845
-261.0,52,121.853397
-1744.0,59,121.966136
-343.0,43,125.296771
-227.0,20,125.32508
-29.0,18,125.350269
-904.0,81,125.463772
-118,21,125.493265
-2911.0,171,125.734422
-655.0,49,125.803368
-38,39,125.857455
-1565.0,73,125.959367
-1073.0,81,126.071837
-1010.0,25,126.107307
-317.0,14,126.126933
-806.0,18,126.152104
-10,17,126.175149
-457.0,33,126.221854
-1502.0,97,126.357075
-344.0,45,126.42066
-719,33,126.466404
-935.0,45,126.528778
-733.0,34,126.57731
-10,11,126.592524
-66.0,55,126.679126
-2397.0,77,126.798059
-1625.0,97,126.948081
-13.0,14,126.969447
-324,28,127.01231
-630.0,33,127.062726
-539.0,41,127.124848
-215.0,29,127.16797
-1220.0,34,127.220454
-829.0,38,127.278914
-9,28,127.320211
-743.0,56,127.406292
-9,11,127.423489
-774.0,63,127.520632
-882.0,101,127.675029
-1461.0,71,127.786385
-2150.0,63,127.884133
-19.0,19,127.914088
-9,11,127.931689
-868.0,57,128.022269
-1471.0,73,128.136927
-2618.0,115,128.329855
-2580.0,137,128.550236
-15.0,15,128.57452
-1767.0,68,128.683935
-1057.0,55,128.773944
-237.0,32,128.824916
-209,12,128.844504
-2479.0,91,128.993436
-1147.0,56,129.085588
-415.0,23,129.122747
-345.0,42,129.189784
-120,30,129.236996
-1469.0,65,129.343501
-40.0,31,129.393099
-1431.0,42,129.462207
-830.0,24,129.50212
-1151.0,37,129.562858
-11,12,129.582282
-41.0,32,129.634295
-1128.0,29,129.682439
-32.0,23,129.719569
-570.0,77,129.852183
-11,16,129.878125
-253.0,47,129.956412
-1995.0,103,130.127063
-1641.0,57,130.222417
-470.0,54,130.311635
-2511.0,132,130.53062
-758.0,53,130.618366
-147,58,130.713463
-854.0,41,130.78298
-219.0,23,130.820292
-218,27,130.864431
-1135.0,47,130.943386
-537.0,28,130.990166
-24,29,131.038156
-760.0,62,131.142382
-726.0,42,131.211443
-1472.0,67,131.324228
-715,31,131.376041
-33.0,35,131.433558
-4726.0,154,131.718677
-312,24,131.760207
-1719.0,93,131.926265
-1888.0,99,132.105487
-128.0,26,132.150073
-1043.0,42,132.22456
-1043.0,32,132.281792
-136.0,31,132.336915
-935.0,44,132.415303
-2296.0,111,132.613396
-224.0,14,132.638519
-967.0,76,132.772749
-681.0,64,132.887795
-214.0,19,132.922268
-852.0,43,132.999274
-118,25,133.043025
-1236.0,50,133.135326
-214.0,12,133.157072
-1054.0,53,133.252516
-16.0,10,133.270262
-10.0,13,133.293242
-3431.0,119,133.520498
-641.0,38,133.588986
-1256.0,68,133.712036
-630.0,28,133.762864
-828.0,23,133.805344
-227.0,36,133.869676
-5172.0,173,134.191247
-1038.0,37,134.259572
-1060.0,53,134.356749
-2559.0,143,134.618304
-1472.0,69,134.744839
-5129.0,226,135.171718
-633.0,35,135.235698
-11.0,13,135.259612
-14,32,135.316247
-926.0,32,135.376745
-1459.0,60,135.489933
-2966.0,70,135.622316
-837.0,29,135.677351
-638.0,63,135.792074
-747.0,41,135.869776
-339.0,35,135.934479
-624.0,28,135.986712
-3611.0,182,136.327351
-1100.0,97,136.506059
-1568.0,56,136.609659
-834.0,41,136.685114
-971.0,59,136.793217
-13,25,136.837947
-2638.0,124,137.078597
-1361.0,47,137.167558
-360.0,36,137.234146
-856.0,48,137.323711
-737.0,44,137.404726
-1441.0,47,137.492148
-2070.0,93,137.665008
-3274.0,84,137.824275
-422.0,26,137.87277
-232.0,25,137.918782
-1340.0,58,138.026846
-1991.0,98,138.209248
-451.0,41,138.285363
-648.0,41,138.362241
-2259.0,76,138.504607
-1881.0,76,138.647543
-4630.0,189,139.011718
-1356.0,66,139.133649
-785.0,80,139.283527
-3522.0,145,139.550663
-1277.0,70,139.680262
-313.0,22,139.720549
-376.0,58,139.827707
-317.0,22,139.868448
-1342.0,47,139.956485
-7,11,139.976276
-1464.0,79,140.12208
-870.0,59,140.231237
-40.0,34,140.294712
-862.0,42,140.373765
-627.0,115,140.584733
-11,14,140.610314
-1276.0,65,140.730315
-10.0,12,140.752419
-1278.0,62,140.877533
-647.0,66,140.99974
-1968.0,79,141.148989
-737.0,44,141.23166
-1311.0,70,141.364805
-408.0,12,141.387811
-45.0,36,141.45454
-1514.0,84,141.613029
-314.0,16,141.643045
-1385.0,64,141.764451
-2091.0,93,141.941195
-1682.0,73,142.080638
-737.0,33,142.142512
-1046.0,38,142.214608
-23.0,13,142.238386
-2751.0,110,142.448648
-1013.0,25,142.496719
-544.0,29,142.551411
-842.0,38,142.622473
-337.0,40,145.969593
-323.0,18,145.994988
-770.0,65,146.08638
-919,39,146.140745
-1426.0,40,146.198205
-246.0,38,146.250378
-1769.0,85,146.370241
-1604.0,85,146.490207
-409,14,146.510201
-1167.0,47,146.576993
-1023.0,23,146.609801
-444.0,31,146.653526
-1219.0,114,146.813906
-8,13,146.831614
-212.0,15,146.852396
-357.0,42,146.91155
-757.0,67,147.005301
-723.0,36,147.055636
-3083.0,157,147.292625
-826.0,31,147.339421
-313.0,36,147.399872
-841.0,43,147.465929
-719.0,26,147.505769
-237.0,35,147.557538
-1553.0,66,147.658679
-9.0,10,147.673537
-3735.0,120,147.858475
-13,21,147.889573
-212.0,16,147.913752
-17,18,147.941141
-913.0,84,148.068931
-532,53,148.148546
-318.0,21,148.180938
-1007.0,15,148.204583
-1443.0,100,148.360112
-435.0,45,148.427034
-231,36,148.482836
-1391.0,90,148.622893
-154.0,38,148.682054
-507.0,32,148.729649
-414.0,25,148.767839
-1326.0,114,148.955665
-360.0,52,149.038152
-966.0,67,149.144604
-1704.0,104,149.311488
-2025.0,110,149.488843
-112,15,149.512975
-3072.0,81,149.645534
-1378.0,67,149.753508
-545.0,42,149.820446
-2058.0,57,149.914998
-746.0,48,149.993548
-538.0,46,150.067786
-888.0,75,150.189068
-227.0,31,150.239496
-21,25,150.27933
-129.0,18,150.308583
-2089.0,79,150.437942
-1033.0,32,150.491503
-850.0,55,150.590946
-10.0,19,150.621407
-9.0,9,150.636405
-1550.0,85,150.77413
-1452.0,55,150.865618
-2394.0,110,151.049635
-1336.0,105,151.225104
-526.0,39,151.289603
-413,18,151.319716
-1062.0,54,151.410851
-1048.0,63,151.516585
-1142.0,45,151.592263
-1197.0,70,151.709944
-1954.0,122,151.915323
-590.0,83,152.053981
-314.0,26,152.096269
-120.0,18,152.125716
-451.0,37,152.187342
-1441.0,56,152.293106
-1383.0,72,152.420768
-24,42,152.492499
-120,31,152.546831
-15.0,13,152.570509
-549.0,34,152.630642
-266.0,66,152.744756
-16,18,152.776034
-212,17,152.80602
-537.0,35,152.867788
-222.0,21,152.905215
-23.0,11,152.924693
-1212.0,108,153.113868
-13,20,153.148046
-2062.0,74,153.279668
-342.0,41,153.351839
-1187.0,74,153.48462
-1229.0,57,153.585439
-583.0,64,153.699264
-1918.0,89,153.860881
-631.0,36,153.926112
-450.0,44,154.013315
-1268.0,72,154.142701
-21.0,13,154.165452
-2716.0,112,154.367921
-441.0,34,154.428378
-983.0,83,154.576595
-1196.0,155,154.859569
-307.0,15,154.886421
-1263.0,84,155.039301
-1891.0,93,155.208682
-242.0,37,155.274253
-772.0,69,155.399832
-1254.0,42,155.476697
-1230.0,50,155.566885
-7.0,8,155.581357
-440.0,37,155.649398
-2798.0,80,155.797794
-1397.0,73,155.942091
-356.0,53,156.039204
-1273.0,62,156.153464
-5760.0,218,156.554423
-1980.0,74,156.694202
-1951.0,59,156.804321
-950.0,54,156.905735
-33.0,58,157.010169
-1862.0,53,157.10995
-740.0,36,157.177484
-626.0,25,157.223492
-13.0,14,157.249244
-612.0,22,157.289178
-329.0,35,157.352264
-1145.0,57,157.457278
-226.0,14,157.483169
-743.0,43,157.563019
-19.0,14,157.588756
-628.0,108,157.798223
-235.0,17,157.830325
-225.0,20,157.866433
-622.0,17,157.898944
-576.0,47,157.987164
-240.0,35,158.050677
-214.0,15,158.079208
-1036.0,38,158.149541
-959.0,58,158.256886
-3240.0,143,158.525007
-1028.0,34,158.589072
-1137.0,40,158.663499
-1588.0,77,158.808707
-12.0,15,158.835714
-754.0,56,158.938746
-239.0,25,158.985456
-545.0,39,159.057514
-8,11,159.077587
-339.0,50,159.168896
-3908.0,136,159.426102
-19.0,18,159.459548
-114,16,159.489116
-217.0,21,159.527239
-351.0,29,159.590164
-1167.0,61,159.704284
-1332.0,44,159.787695
-332.0,39,159.859323
-406,15,159.886947
-409.0,85,160.044019
-854,65,160.163956
-14.0,19,160.198405
-632.0,25,160.245476
-945.0,53,160.343838
-1099.0,93,160.515217
-554.0,53,160.613439
-14.0,13,160.637176
-4966.0,162,160.94246
-2373.0,62,161.060374
-249.0,38,161.131
-233.0,33,161.192098
-620.0,29,161.245862
-1602.0,78,161.389084
-222.0,15,161.425843
-734.0,57,161.529856
-3440.0,144,161.799176
-14.0,9,161.815919
-1280.0,87,161.979023
-2006.0,87,162.14244
-3817.0,198,162.510978
-870.0,53,162.608855
-749.0,34,162.673337
-2397.0,94,162.851986
-619.0,25,162.899102
-2119.0,132,163.14902
-1334.0,47,163.237247
-1359.0,62,166.599591
-2052.0,46,166.665604
-3944.0,230,166.992696
-1967.0,65,167.085507
-322.0,23,167.117702
-239.0,36,167.168469
-988.0,72,167.270881
-823.0,33,167.318889
-947.0,35,167.369122
-872.0,50,167.441396
-221.0,22,167.472951
-9,26,167.508926
-25.0,19,167.535466
-733.0,40,167.593257
-1703.0,94,167.731408
-15.0,19,167.758034
-2066.0,142,167.968625
-312.0,16,168.001433
-463.0,70,168.105873
-10.0,13,168.1248
-10.0,16,168.147806
-1474.0,49,168.221701
-2991.0,119,168.402512
-574.0,58,168.489922
-1238.0,33,168.540473
-2733.0,111,168.710881
-143.0,33,168.760093
-1066.0,78,168.878196
-1168.0,57,168.967691
-735.0,33,169.018899
-228,33,169.069717
-417.0,37,169.125319
-629.0,34,169.176815
-1012.0,19,169.207018
-14.0,18,169.234086
-37.0,37,169.289712
-127.0,18,169.316911
-2773.0,131,169.519937
-859.0,45,169.598391
-15.0,14,169.620038
-22.0,19,169.652274
-1582.0,70,169.763118
-230.0,31,169.811692
-915.0,92,169.956932
-11.0,23,169.993149
-1224.0,22,170.029061
-725.0,57,170.116156
-1144.0,127,170.318208
-764.0,44,170.388794
-7,16,170.413401
-435.0,37,170.471878
-1550.0,66,170.577221
-335.0,34,170.631032
-225.0,16,170.656425
-29.0,31,170.705663
-216.0,24,170.743289
-311.0,13,170.764424
-631.0,40,170.828427
-142.0,29,170.875023
-2179.0,128,171.083845
-934.0,34,171.147812
-835.0,35,171.204732
-544.0,40,171.269598
-10.0,11,171.287238
-722.0,27,171.331842
-13.0,13,171.352888
-5867.0,223,171.721958
-858.0,65,171.827914
-1075.0,59,171.926062
-609.0,17,171.954363
-22.0,15,171.978654
-2122.0,113,172.167626
-428,38,172.229961
-951.0,63,172.33214
-237.0,29,172.3806
-1179.0,87,172.523252
-1466.0,62,172.627015
-428.0,21,172.662579
-3299.0,102,172.844772
-327,31,172.897082
-21.0,24,172.936821
-7,16,172.962579
-112.0,30,173.011265
-3327.0,200,173.35656
-926.0,29,173.40831
-13.0,11,173.427389
-1242.0,47,173.50984
-416,21,173.546527
-1148.0,47,173.629191
-10.0,13,173.651547
-1671.0,73,173.780694
-838.0,38,173.848012
-1806.0,177,174.159482
-949.0,41,174.232508
-1036.0,46,174.31541
-1474.0,68,174.437065
-418.0,25,174.481658
-1843.0,129,174.720274
-635,46,174.802628
-1219.0,27,174.852261
-235.0,44,174.930102
-10.0,8,174.944654
-430.0,29,174.996553
-9.0,7,175.009254
-2079.0,73,175.143038
-448.0,33,175.202411
-1552.0,51,175.295031
-546.0,30,175.348485
-175.0,50,175.437181
-128.0,20,175.473304
-543.0,39,175.543784
-549.0,39,175.614057
-14.0,22,175.652514
-461.0,51,175.744831
-854.0,56,175.847241
-233.0,45,175.925782
-549.0,47,176.009803
-342.0,30,176.063988
-1052.0,55,176.163817
-221.0,25,176.209266
-1179.0,62,176.321714
-3822.0,141,176.5888
-933.0,38,176.659562
-415,20,176.6963
-232.0,28,176.74731
-839.0,47,176.833429
-2103.0,99,177.014838
-1850.0,78,177.158095
-1755.0,70,177.287158
-1155.0,64,177.404616
-2065.0,75,177.54121
-235.0,29,177.593228
-2070.0,141,177.856083
-735.0,51,177.949804
-734.0,39,178.021731
-536.0,28,178.073442
-1020.0,102,178.27112
-1240.0,40,178.347152
-511,25,178.392421
-633.0,41,178.467005
-11,14,178.492439
-3154.0,133,178.741523
-1152.0,64,178.858977
-20,28,178.90979
-1261.0,75,179.050128
-740.0,35,179.115732
-2071.0,70,179.24852
-1190.0,74,179.386445
-520.0,25,179.432486
-709,21,179.471662
-7,8,179.486507
-250.0,45,179.569806
-832.0,38,179.639457
-130.0,18,179.672755
-965.0,60,179.78501
-227,40,179.85738
-217.0,18,179.893313
-18,20,179.930377
-879.0,67,180.05432
-517,24,180.107486
-418.0,26,180.155737
-430.0,35,180.221765
-362.0,33,180.283207
-538.0,39,180.355859
-445.0,36,180.422498
-440.0,36,180.489976
-2393.0,66,180.613993
-937.0,35,180.680549
-2218.0,111,180.887861
-516.0,17,180.919922
-1998.0,103,181.111233
-625.0,34,181.173513
-948.0,71,181.303496
-59.0,47,181.390167
-2784.0,99,181.574775
-25,27,181.62383
-552.0,36,181.691268
-437.0,47,181.777136
-1785.0,91,181.955699
-446.0,23,181.999281
-407,19,182.033886
-1865.0,73,182.171823
-543.0,41,182.249182
-7652.0,318,182.855077
-4116.0,185,183.207309
-1060.0,60,183.322516
-2934.0,111,183.533896
-448.0,29,183.588217
-229.0,34,183.649379
-115.0,16,183.678785
-1994.0,95,187.119304
-344.0,35,187.16913
-556.0,48,187.236119
-1829,51,187.308662
-2310.0,86,187.432659
-2605.0,99,187.572512
-324.0,15,187.593365
-625.0,36,187.643681
-3635.0,229,187.964449
-524.0,27,188.002673
-18.0,23,188.034224
-2112.0,111,188.196195
-421.0,27,188.235237
-720,28,188.276232
-430.0,40,188.33409
-3374.0,158,188.580516
-28.0,18,188.607347
-829.0,17,188.633533
-877.0,73,188.743677
-541.0,43,188.808655
-1896.0,87,188.942486
-634.0,47,189.0128
-629.0,33,189.062738
-14.0,20,189.092002
-6307.0,241,189.466519
-606,13,189.486727
-14,15,189.509716
-738.0,54,189.591324
-507.0,14,189.613077
-2378.0,100,189.767929
-1540.0,112,189.942818
-374.0,64,190.043665
-2358.0,132,190.262127
-330.0,37,190.319996
-1097.0,79,190.446833
-1150.0,54,190.532243
-369.0,41,190.598051
-1441.0,76,190.716264
-7.0,18,190.743734
-834.0,44,190.813624
-338.0,26,190.855159
-900.0,80,190.983861
-528.0,33,191.036314
-12,27,191.078038
-2517.0,102,191.24367
-314,18,191.272656
-975.0,67,191.380376
-1048.0,52,191.466077
-377.0,67,191.57435
-233.0,47,191.649093
-1383.0,88,191.799761
-2293.0,91,191.949937
-9.0,18,191.978185
-7,12,191.997597
-2582.0,89,192.145572
-445.0,34,192.201836
-236.0,31,192.251672
-1062.0,49,192.33279
-1184.0,72,192.453563
-519.0,31,192.5038
-62.0,40,192.570061
-7.0,16,192.595431
-2090.0,86,192.739902
-2358.0,115,192.933984
-30.0,30,192.983567
-548.0,25,193.026275
-1960.0,71,193.14716
-65.0,49,193.228436
-2121.0,97,193.400919
-886.0,73,193.525005
-930.0,37,193.588605
-351.0,40,193.656325
-434.0,36,193.716897
-26.0,41,193.783978
-472.0,65,193.891724
-2224.0,115,194.087924
-802.0,90,194.239546
-1933.0,56,194.335159
-326.0,29,194.384415
-2551.0,142,194.638162
-509.0,17,194.66895
-11,18,194.700573
-633.0,43,194.775531
-2318.0,102,194.958553
-127,35,195.019681
-1042.0,43,195.104974
-8,9,195.121119
-28.0,26,195.166426
-622.0,23,195.207537
-743.0,45,195.288012
-7,9,195.304379
-12.0,15,195.330934
-2452.0,81,195.476569
-432.0,37,195.543907
-818.0,28,195.594238
-973.0,80,195.737155
-26.0,28,195.786264
-1145.0,52,195.879802
-418.0,19,195.914548
-490.0,41,195.988826
-536.0,32,196.046591
-2859.0,157,196.330869
-2685.0,164,196.63321
-533.0,81,196.77764
-13.0,15,196.804186
-242.0,36,196.868395
-3178.0,85,197.036582
-1774.0,78,197.180134
-550.0,36,197.244938
-754.0,42,197.322764
-3254.0,145,197.593537
-9.0,14,197.618788
-337.0,32,197.677105
-2573.0,80,197.824991
-5595.0,241,198.269602
-8,23,198.310031
-3789.0,126,198.543111
-49.0,35,198.607378
-1261.0,49,198.698875
-29.0,19,198.7337
-218.0,19,198.778063
-559.0,51,198.871905
-224.0,14,198.898373
-1586.0,75,199.03743
-1030.0,36,199.104521
-1433.0,46,199.190151
-421.0,29,199.244966
-256.0,45,199.32758
-215.0,15,199.35512
-441.0,45,199.437255
-1523.0,104,199.62907
-1430.0,41,199.704415
-1520.0,85,199.861648
-2292.0,97,200.041481
-647.0,41,200.117095
-620.0,34,200.178903
-1061.0,72,200.311804
-2474.0,124,200.542046
-2269.0,132,200.796872
-129.0,21,200.835507
-738.0,38,200.908028
-1697.0,88,201.073897
-1111.0,90,201.241276
-1803.0,76,201.384726
-3472.0,228,201.815058
-446.0,50,201.907776
-311.0,15,201.935787
-483.0,58,202.043474
-1513.0,100,202.230498
-1630.0,114,202.443443
-1784.0,80,202.605145
-530.0,40,202.680569
-562.0,57,202.786923
-1148.0,53,202.887049
-519.0,16,202.917336
-838.0,45,203.001856
-418.0,19,203.037667
-2252.0,129,203.280691
-228.0,17,203.312231
-222.0,17,203.343997
-333.0,29,203.398117
-1899.0,85,203.558457
-1155.0,49,203.65152
-1474.0,74,203.792009
-1569.0,80,203.942854
-666.0,65,204.064516
-4142.0,131,204.3111
-22.0,16,204.340748
-5146.0,249,207.953094
-130.0,35,208.001303
-2002.0,91,208.130481
-140.0,16,208.152913
-46.0,30,208.194933
-567.0,56,208.274712
-637.0,58,208.354923
-337.0,22,208.38578
-7,15,208.406211
-1391.0,108,208.560922
-35.0,35,208.610268
-178.0,75,208.719398
-252.0,51,208.793577
-543.0,52,208.869271
-556.0,37,208.923929
-21,25,208.960151
-618.0,25,208.996716
-629.0,37,209.051837
-931.0,34,209.11193
-3404.0,162,209.356416
-432.0,21,209.38776
-3004.0,131,209.58863
-537.0,41,209.649993
-1157.0,74,209.761305
-221.0,17,209.786783
-3700.0,163,210.041075
-2104.0,77,210.161357
-1151.0,41,210.225547
-634.0,45,210.294608
-16,21,210.326674
-1992.0,83,210.456603
-856.0,41,210.521088
-726.0,26,210.562395
-423.0,15,210.586419
-1122.0,98,210.749031
-212,18,210.777567
-2699.0,112,210.955328
-340.0,20,210.987397
-538.0,31,211.037312
-920.0,33,211.089787
-1058.0,58,211.181577
-13.0,15,211.204681
-884.0,80,211.331915
-547.0,38,211.392216
-1713.0,74,211.510282
-340.0,36,211.566634
-11,16,211.591534
-2056.0,60,211.68995
-660.0,58,211.783283
-426.0,30,211.831688
-462.0,62,211.932343
-405.0,61,212.030714
-2111.0,109,212.209011
-16.0,23,212.254151
-542.0,61,212.351558
-1945.0,135,212.571473
-261.0,58,212.665459
-42.0,40,212.730943
-1974.0,76,212.85689
-1153.0,46,212.934587
-841.0,50,213.017319
-227.0,33,213.071454
-17.0,25,213.111295
-2789.0,84,213.253472
-1681.0,60,213.355201
-1567.0,79,213.48789
-16,30,213.536601
-15,25,213.57734
-1069.0,61,213.680296
-271.0,50,213.764146
-1061.0,59,213.863396
-1157.0,60,213.973387
-346.0,45,214.049196
-331.0,37,214.112109
-607,23,214.150308
-11.0,9,214.165398
-1490.0,77,214.296274
-225.0,25,214.337405
-855.0,47,214.416692
-3814.0,184,214.73021
-238.0,29,214.779502
-1269.0,60,214.881242
-1174.0,77,215.013115
-20,23,215.054029
-540.0,33,215.112781
-425,38,215.178641
-1489.0,66,215.296824
-2327.0,101,215.477731
-1675.0,80,215.621874
-149.0,44,215.708116
-2112.0,99,215.887364
-628,37,215.954976
-345.0,23,215.996767
-129.0,18,216.029086
-1237.0,46,216.112086
-1166.0,64,216.226912
-1857.0,68,216.349952
-1239.0,36,216.415701
-1466.0,69,216.541206
-230,36,216.605946
-1840.0,113,216.810241
-566.0,49,216.898358
-119.0,23,216.939212
-872.0,69,217.066155
-28,32,217.123464
-1653.0,48,217.21165
-3277.0,168,217.525818
-750.0,49,217.61446
-427.0,33,217.673693
-2079.0,75,217.812093
-11.0,14,217.837189
-749.0,47,217.925161
-4029.0,219,218.331556
-1199.0,92,218.499916
-2240.0,127,218.731727
-12,13,218.755526
-3143.0,139,219.013017
-1661.0,131,219.255465
-1478.0,69,219.394248
-1459.0,35,219.459631
-539.0,39,219.531419
-819.0,23,219.574449
-815.0,26,219.622572
-1859.0,50,219.716792
-11,13,219.740698
-850.0,38,219.811375
-958.0,34,219.876
-339.0,26,219.924579
-1783.0,67,220.050581
-825,35,220.115552
-113.0,27,220.163574
-2012.0,86,220.322454
-11,12,220.344698
-655.0,57,220.44978
-14,23,220.490854
-825.0,20,220.528227
-1630.0,91,220.696581
-1393.0,89,220.860846
-1177.0,54,220.962056
-758.0,51,221.055762
-39.0,43,221.134897
-338.0,28,221.196089
-1760.0,78,221.342912
-220.0,16,221.372864
-2335.0,107,221.574467
-124.0,15,221.602401
-2175.0,148,221.879336
-1151.0,61,221.994094
-582.0,73,222.132629
-13,34,222.193811
-666.0,47,222.282577
-12,14,222.308419
-103.0,64,222.427682
-828.0,38,222.499942
-1821.0,119,222.722232
-935.0,51,222.817209
-46.0,46,222.901267
-559.0,47,222.989359
-441.0,45,223.082258
-57.0,34,223.14545
-641.0,46,223.231016
-985.0,51,223.326136
-610,25,223.371578
-1293.0,78,223.516115
-835.0,27,223.567649
-2139.0,82,223.720779
-738.0,44,223.801797
-431.0,29,223.855233
-946.0,36,223.923088
-257.0,48,224.009457
-11,14,224.034995
-416.0,20,224.072063
-1964.0,64,224.192124
-336.0,31,224.248774
-535.0,33,224.309477
-427.0,29,224.36252
-622.0,28,224.414285
-9,12,224.435758
-2044.0,51,224.532619
-1917.0,125,224.76356
-953.0,65,224.884705
-348.0,53,228.229755
-3322.0,121,228.403052
-245.0,37,228.45467
-740.0,42,228.514112
-887.0,67,228.608184
-1185.0,75,228.715125
-1035.0,42,228.773927
-524.0,27,228.812125
-1609.0,80,228.926471
-1476.0,73,229.029848
-251.0,34,229.077846
-534.0,26,229.114343
-1689.0,84,229.233087
-1860.0,67,229.330194
-432.0,29,229.371471
-6587.0,275,229.782655
-442.0,57,229.867469
-2437.0,115,230.044538
-421,25,230.083022
-15.0,9,230.096785
-2357.0,73,230.210191
-417.0,27,230.251117
-1355.0,66,230.353694
-836.0,42,230.418329
-4634.0,237,230.790651
-225.0,25,230.828567
-636.0,36,230.884882
-811,20,230.917142
-564.0,69,231.023792
-445.0,42,231.089868
-631.0,22,231.124829
-1377.0,85,231.268854
-4527.0,140,231.495059
-1045.0,33,231.549867
-837.0,41,231.615684
-120.0,24,231.653815
-221.0,21,231.688308
-863.0,45,231.760989
-7,18,231.788785
-1585.0,74,231.907858
-38.0,31,231.956563
-1098.0,79,232.084327
-940.0,37,232.145048
-1331.0,97,232.302707
-217.0,14,232.326912
-577.0,79,232.453206
-855.0,62,232.55543
-3338.0,131,232.772072
-935.0,40,232.846917
-1705.0,85,232.990026
-546.0,46,233.066082
-1343.0,53,233.154759
-530.0,20,233.190061
-1954.0,143,233.428262
-926.0,96,233.588703
-1329.0,82,233.725909
-415.0,21,233.760688
-146.0,31,233.81216
-1813.0,99,233.978901
-521,29,234.027311
-3248.0,229,234.415912
-1148.0,55,234.516965
-315.0,22,234.554118
-21.0,20,234.587862
-235.0,47,234.665024
-642.0,42,234.735551
-1223.0,30,234.786374
-241.0,29,234.835048
-444.0,37,234.897081
-2571.0,154,235.157776
-1053.0,54,235.250508
-1252.0,57,235.350634
-534.0,38,235.419201
-777.0,59,235.524225
-730,38,235.592424
-1805.0,91,235.754076
-736.0,44,235.832039
-245.0,41,235.903432
-426.0,31,235.958605
-1321.0,26,236.005322
-21.0,9,236.020973
-1303.0,74,236.151623
-1162.0,44,236.240187
